name,address,rating,total_photos,total_ratings,coordinates
Richmond Station,1 Richmond St W,9.1,301.0,369.0,"43.6517925,-79.38269509999999"
Cactus Club Cafe,77 Adelaide St W,8.5,178.0,283.0,"43.6517925,-79.38269509999999"
Dineen Coffee Co,140 Yonge St,8.7,488.0,634.0,"43.6517925,-79.38269509999999"
Cafe Landwer,165 University Ave,8.7,90.0,76.0,"43.6517925,-79.38269509999999"
Canoe Restaurant & Bar,66 Wellington St W,9.0,476.0,366.0,"43.6517925,-79.38269509999999"
HotBlack Coffee,245 Queen St W,9.0,67.0,169.0,"43.6517925,-79.38269509999999"
Byblos,11 Duncan St,9.3,163.0,337.0,"43.6517925,-79.38269509999999"
Pai,18 Duncan St,9.2,515.0,932.0,"43.6517925,-79.38269509999999"
Walrus Pub & Beer Hall,187 Bay St,8.7,53.0,54.0,"43.6517925,-79.38269509999999"
Amico's Pizza,1648 Queen St W,8.4,7.0,16.0,"43.6372958,-79.4423237"
Harry's Char Broil & Dining Lounge,160 Springhurst Ave,8.7,12.0,48.0,"43.6372958,-79.4423237"
Easy Restaurant,1645 Queen St W,8.3,86.0,118.0,"43.6372958,-79.4423237"
Craig's Cookies,1537A Queen St W,8.0,8.0,10.0,"43.6372958,-79.4423237"
Loga's Corner,216C Close Ave,8.7,20.0,35.0,"43.6372958,-79.4423237"
Capital Espresso,1349 Queen St W,7.8,64.0,145.0,"43.6372958,-79.4423237"
The Shameful Tiki Room,1378 Queen St W,7.9,51.0,78.0,"43.6372958,-79.4423237"
Kami Sushi,153A Roncesvalles Ave,7.5,6.0,9.0,"43.6372958,-79.4423237"
Cherry Bomb Coffee,79 Roncesvalles Ave,7.2,64.0,97.0,"43.6372958,-79.4423237"
Tibet Kitchen,1544 Queen St W,6.9,18.0,23.0,"43.6372958,-79.4423237"
The Caledonian,856 College St,8.6,91.0,109.0,"43.6554793,-79.4302462"
Linh Restaurant,1156 College St,8.3,36.0,88.0,"43.6554793,-79.4302462"
Imanishi Japanese Kitchen,1330 Dundas St W,9.1,27.0,64.0,"43.6554793,-79.4302462"
Burdock,1184 Bloor St W,9.1,182.0,95.0,"43.6554793,-79.4302462"
Bakerbots Baking,205 Delaware Ave,8.9,150.0,166.0,"43.6554793,-79.4302462"
The 3 Speed,1163 Bloor St W,9.0,110.0,150.0,"43.6554793,-79.4302462"
Bar Isabel,797 College St,9.1,231.0,392.0,"43.6554793,-79.4302462"
Black Cat Espresso Bar,1104 College St,7.9,10.0,35.0,"43.6554793,-79.4302462"
Black Dice Cafe,1574 Dundas St W,8.4,42.0,44.0,"43.6554793,-79.4302462"
La Tortilleria,1009 Dufferin St,8.1,20.0,30.0,"43.6554793,-79.4302462"
Aroma Expresso Bar,383B Spadina Rd,8.3,72.0,50.0,"43.686352,-79.415894"
What a Bagel,421 Spadina Rd,7.9,15.0,25.0,"43.686352,-79.415894"
Mashu Mashu Mediterranean Grill,387 Spadina Rd,7.8,8.0,33.0,"43.686352,-79.415894"
Dutch Dreams Icecream Parlor Toronto,36 Vaughan Rd,7.7,237.0,181.0,"43.686352,-79.415894"
CocoaLatte,671 Saint Clair Ave W,7.9,45.0,64.0,"43.686352,-79.415894"
Queen of Persia,672A St Clair Ave W,7.9,5.0,8.0,"43.686352,-79.415894"
Churrasco of St Clair,679 Saint Clair Ave W,7.8,5.0,17.0,"43.686352,-79.415894"
Booyah Inc,16A Vaughan Rd,7.3,19.0,16.0,"43.686352,-79.415894"
Thai Noodle,62 Vaughan Rd,7.1,38.0,14.0,"43.686352,-79.415894"
Albert's Real Jamaican Food,542 Saint Clair Ave W,7.1,33.0,54.0,"43.686352,-79.415894"
Oyster Boy,872 Queen St W,8.8,109.0,118.0,"43.6442457,-79.41610440000001"
Cafe Neon,1024 Queen St W,9.0,29.0,63.0,"43.6442457,-79.41610440000001"
Fresh on Crawford,894 Queen St W,8.3,177.0,252.0,"43.6442457,-79.41610440000001"
Union Restaurant,72A Ossington Ave,9.1,130.0,248.0,"43.6442457,-79.41610440000001"
Mamakas Taverna,80 Ossington Ave,9.1,66.0,116.0,"43.6442457,-79.41610440000001"
Bang Bang Ice Cream & Bakery,93 1/2 Ossington Ave,8.9,309.0,366.0,"43.6442457,-79.41610440000001"
Bellwoods Brewery,124 Ossington Ave,9.2,1095.0,639.0,"43.6442457,-79.41610440000001"
Photien Thanh Vietnamese Restaurant,57 Ossington Ave,8.4,153.0,208.0,"43.6442457,-79.41610440000001"
Otto's Bierhalle,1087 Queen St W,9.1,78.0,101.0,"43.6442457,-79.41610440000001"
Nadege,780 Queen St W,8.7,482.0,411.0,"43.6442457,-79.41610440000001"
Bamiyan Kabob,4205 Keele St,8.1,20.0,34.0,"43.7741,-79.5005"
Tim Hortons,4700 Keele St,6.4,4.0,4.0,"43.7741,-79.5005"
Hero Certified Burgers,4700 Keele St,6.2,7.0,15.0,"43.7741,-79.5005"
Subway,105 the Pond Rd,6.5,0.0,1.0,"43.7741,-79.5005"
Tim Hortons,70 the Pond Rd,6.2,6.0,10.0,"43.7741,-79.5005"
Great Canadian Bagel Co,4700 Keele St,,0.0,0.0,"43.7741,-79.5005"
Tim Hortons,4211 Keele St,6.2,7.0,27.0,"43.7741,-79.5005"
Cucinetta,4700 Keele St,,0.0,0.0,"43.7741,-79.5005"
Shopsys Sports Grill,4700 Keele St,,0.0,0.0,"43.7741,-79.5005"
Qoola,4700 Keele St,,0.0,0.0,"43.7741,-79.5005"
Aroma Expresso Bar,383B Spadina Rd,8.3,72.0,50.0,"43.683979,-79.410657"
Scaramouche Restaurant Pasta Bar & Grill,1 Benvenuto Pl,8.7,92.0,108.0,"43.683979,-79.410657"
What a Bagel,421 Spadina Rd,7.9,15.0,25.0,"43.683979,-79.410657"
Mashu Mashu Mediterranean Grill,387 Spadina Rd,7.8,8.0,33.0,"43.683979,-79.410657"
Dutch Dreams Icecream Parlor Toronto,36 Vaughan Rd,7.7,237.0,181.0,"43.683979,-79.410657"
Flor de Sal,501 Davenport Rd,7.5,3.0,14.0,"43.683979,-79.410657"
Booyah Inc,16A Vaughan Rd,7.3,19.0,16.0,"43.683979,-79.410657"
BlueBlood Steakhouse,1 Austin Terr,7.3,35.0,26.0,"43.683979,-79.410657"
Thai Noodle,62 Vaughan Rd,7.1,38.0,14.0,"43.683979,-79.410657"
Albert's Real Jamaican Food,542 Saint Clair Ave W,7.1,33.0,54.0,"43.683979,-79.410657"
SOMA chocolatemaker,443 King St W,9.3,254.0,312.0,"43.6472019,-79.3953394"
Bar Hop,391 King St W,8.6,1135.0,461.0,"43.6472019,-79.3953394"
Wilbur Mexicana,552 King St W,9.0,186.0,392.0,"43.6472019,-79.3953394"
Khao San Road,11 Charlotte St,8.1,87.0,95.0,"43.6472019,-79.3953394"
Le Select Bistro,432 Wellington St W,8.8,265.0,339.0,"43.6472019,-79.3953394"
Impact Kitchen,39 Brant St,8.3,6.0,23.0,"43.6472019,-79.3953394"
RaviSoups,322 Adelaide St W,8.3,111.0,229.0,"43.6472019,-79.3953394"
Chubby's Jamaican Kitchen,104 Portland St,8.8,61.0,48.0,"43.6472019,-79.3953394"
Byblos,11 Duncan St,9.3,163.0,337.0,"43.6472019,-79.3953394"
Pai,18 Duncan St,9.2,515.0,932.0,"43.6472019,-79.3953394"
Soma Chocolatemaker,32 Tank House Lane,8.8,318.0,257.0,"43.6513927,-79.35794659999999"
Cluny Bistro,35 Tank House Lane,8.5,333.0,270.0,"43.6513927,-79.35794659999999"
Balzac's Coffee Roastery,55 Mill St,8.6,500.0,357.0,"43.6513927,-79.35794659999999"
Brick Street Bakery,55 Mill St,8.4,78.0,87.0,"43.6513927,-79.35794659999999"
Arvo Coffee,17 Gristmill Lane,9.0,59.0,78.0,"43.6513927,-79.35794659999999"
Roselle Desserts,362 King St E,8.9,45.0,61.0,"43.6513927,-79.35794659999999"
Souk Tabule,494 Front St E,8.8,27.0,71.0,"43.6513927,-79.35794659999999"
Tandem Coffee,368 King St E,8.8,51.0,75.0,"43.6513927,-79.35794659999999"
El Catrin Destileria,18 Tank House Lane,8.0,705.0,707.0,"43.6513927,-79.35794659999999"
Mill Street Brew Pub,21 Tank House Lane,8.0,1132.0,815.0,"43.6513927,-79.35794659999999"
The Keg Steakhouse & Bar,515 Jarvis St,8.9,249.0,308.0,"43.6647688,-79.3772602"
Storm Crow Manor,580 Church St,9.0,85.0,48.0,"43.6647688,-79.3772602"
Hair of the Dog,425 Church St,8.5,257.0,271.0,"43.6647688,-79.3772602"
Golden Greek,105 Carlton St,8.3,31.0,55.0,"43.6647688,-79.3772602"
Kinka Izakaya,398 Church St,8.6,634.0,577.0,"43.6647688,-79.3772602"
Zakkushi,193 Carlton St,8.8,234.0,165.0,"43.6647688,-79.3772602"
Woody's,467 Church St,8.1,311.0,263.0,"43.6647688,-79.3772602"
Churchmouse & Firkin,475 Church St,8.0,250.0,183.0,"43.6647688,-79.3772602"
Chew Chew's Diner,186 Carlton St,8.3,24.0,61.0,"43.6647688,-79.3772602"
Banh Mi Boys,399 Yonge St,9.0,165.0,404.0,"43.6647688,-79.3772602"
Richmond Station,1 Richmond St W,9.1,301.0,369.0,"43.6506,-79.381285"
Cactus Club Cafe,77 Adelaide St W,8.5,178.0,283.0,"43.6506,-79.381285"
Dineen Coffee Co,140 Yonge St,8.7,488.0,634.0,"43.6506,-79.381285"
The Keg Steakhouse + Bar,165 York St,8.8,273.0,368.0,"43.6506,-79.381285"
Canoe Restaurant & Bar,66 Wellington St W,9.0,476.0,366.0,"43.6506,-79.381285"
Walrus Pub & Beer Hall,187 Bay St,8.7,53.0,54.0,"43.6506,-79.381285"
Cafe Landwer,165 University Ave,8.7,90.0,76.0,"43.6506,-79.381285"
CRAFT Beer Market Toronto,1 Adelaide St E,8.3,298.0,118.0,"43.6506,-79.381285"
King Taps,100 King St W,8.2,121.0,90.0,"43.6506,-79.381285"
Chotto Matte,161 Bay St,8.8,52.0,22.0,"43.6506,-79.381285"
Cherry Street Bar-B-Que,275 Cherry St,8.2,48.0,88.0,"43.6408346,-79.3429074"
Polson Pier,11 Polson St,7.4,195.0,55.0,"43.6408346,-79.3429074"
Cabana Pool Bar,11 Polson St,7.3,298.0,95.0,"43.6408346,-79.3429074"
Mr J's Deli on the Beach,275 Cherry St,,0.0,0.0,"43.6408346,-79.3429074"
The Docks,11 Polson St,,0.0,0.0,"43.6408346,-79.3429074"
Genesis New Years Eve,11 Polson St,,0.0,0.0,"43.6408346,-79.3429074"
Tides Restaurant and Night Club,11 Polson St,,0.0,0.0,"43.6408346,-79.3429074"
The 3 Speed,1163 Bloor St W,9.0,110.0,150.0,"43.6586525,-79.440502"
Burdock,1184 Bloor St W,9.1,182.0,95.0,"43.6586525,-79.440502"
Propeller Coffee Co,50 Wade Ave,8.6,120.0,93.0,"43.6586525,-79.440502"
Grey Tiger,1190 Bloor St W,7.9,5.0,15.0,"43.6586525,-79.440502"
The Gaslight,1426 Bloor St W,8.6,2.0,30.0,"43.6586525,-79.440502"
La Tortilleria,1009 Dufferin St,8.1,20.0,30.0,"43.6586525,-79.440502"
Seoul Shakers,1241 Bloor St W,7.6,6.0,18.0,"43.6586525,-79.440502"
Bandit Brewery,2125 Dundas St W,8.6,316.0,113.0,"43.6586525,-79.440502"
Linh Restaurant,1156 College St,8.3,36.0,88.0,"43.6586525,-79.440502"
Henderson Brewing Co,128A Sterling Rd,7.8,131.0,55.0,"43.6586525,-79.440502"
The Gaslight,1426 Bloor St W,8.6,2.0,30.0,"43.6585504,-79.4497659"
Propeller Coffee Co,50 Wade Ave,8.6,120.0,93.0,"43.6585504,-79.4497659"
Cabin Fever Collective,1669 Bloor St W,8.9,49.0,49.0,"43.6585504,-79.4497659"
Bandit Brewery,2125 Dundas St W,8.6,316.0,113.0,"43.6585504,-79.4497659"
The 3 Speed,1163 Bloor St W,9.0,110.0,150.0,"43.6585504,-79.4497659"
Burdock,1184 Bloor St W,9.1,182.0,95.0,"43.6585504,-79.4497659"
Whelan's Gate Irish Pub,1663 Bloor St W,8.2,8.0,20.0,"43.6585504,-79.4497659"
The Chocolateria,361 Roncesvalles Ave,8.8,21.0,34.0,"43.6585504,-79.4497659"
Henderson Brewing Co,128A Sterling Rd,7.8,131.0,55.0,"43.6585504,-79.4497659"
Reunion Island Coffee Bar,385 Roncesvalles Ave,8.0,28.0,65.0,"43.6585504,-79.4497659"
La Palette,492 Queen St W,8.6,113.0,128.0,"43.6484201,-79.40051919999999"
BarChef,472 Queen St W,8.4,266.0,244.0,"43.6484201,-79.40051919999999"
Chubby's Jamaican Kitchen,104 Portland St,8.8,61.0,48.0,"43.6484201,-79.40051919999999"
Wilbur Mexicana,552 King St W,9.0,186.0,392.0,"43.6484201,-79.40051919999999"
SOMA chocolatemaker,443 King St W,9.3,254.0,312.0,"43.6484201,-79.40051919999999"
Forget Me Not Cafe,506 Adelaide St W,8.4,25.0,20.0,"43.6484201,-79.40051919999999"
416 Snack Bar,181 Bathurst St,8.3,206.0,264.0,"43.6484201,-79.40051919999999"
Impact Kitchen,39 Brant St,8.3,6.0,23.0,"43.6484201,-79.40051919999999"
Dark Horse Espresso Bar,215 Spadina Ave,8.4,368.0,525.0,"43.6484201,-79.40051919999999"
The Keg,560 King St W,8.4,63.0,99.0,"43.6484201,-79.40051919999999"
Chubby's Jamaican Kitchen,104 Portland St,8.8,61.0,48.0,"43.6461512,-79.3998214"
Wilbur Mexicana,552 King St W,9.0,186.0,392.0,"43.6461512,-79.3998214"
Gusto 101,101 Portland St,8.8,501.0,593.0,"43.6461512,-79.3998214"
Forget Me Not Cafe,506 Adelaide St W,8.4,25.0,20.0,"43.6461512,-79.3998214"
La Palette,492 Queen St W,8.6,113.0,128.0,"43.6461512,-79.3998214"
SOMA chocolatemaker,443 King St W,9.3,254.0,312.0,"43.6461512,-79.3998214"
The Keg,560 King St W,8.4,63.0,99.0,"43.6461512,-79.3998214"
Impact Kitchen,39 Brant St,8.3,6.0,23.0,"43.6461512,-79.3998214"
WVRST,609 King St W,8.5,1058.0,742.0,"43.6461512,-79.3998214"
BarChef,472 Queen St W,8.4,266.0,244.0,"43.6461512,-79.3998214"
Relish Bar & Grill,2152 Danforth Ave,7.8,25.0,48.0,"43.693187,-79.314283"
Thai Room,2063 Danforth Ave,7.0,6.0,20.0,"43.693187,-79.314283"
Diamond Pizza,510 Main St,6.9,1.0,22.0,"43.693187,-79.314283"
Zav Coffee Shop & Gallery,2048 Danforth Ave,6.7,-1.0,14.0,"43.693187,-79.314283"
Firkin on Danforth,2057 Danforth Ave,6.6,4.0,15.0,"43.693187,-79.314283"
Pizza Pizza,2077 Danforth Ave,6.3,3.0,8.0,"43.693187,-79.314283"
The Rib House,1239A Woodbine Ave,,0.0,0.0,"43.693187,-79.314283"
Hakka Fire,1235 Woodbine Ave,,0.0,0.0,"43.693187,-79.314283"
Subway,825 Coxwell Ave,6.4,0.0,2.0,"43.693187,-79.314283"
Seb's Cappuccino,1928 Danforth Ave,6.2,21.0,8.0,"43.693187,-79.314283"
Wilbur Mexicana,552 King St W,9.0,186.0,392.0,"43.6425791,-79.40011729999999"
Gusto 101,101 Portland St,8.8,501.0,593.0,"43.6425791,-79.40011729999999"
Lee,603 King St W,8.5,267.0,271.0,"43.6425791,-79.40011729999999"
WVRST,609 King St W,8.5,1058.0,742.0,"43.6425791,-79.40011729999999"
Chubby's Jamaican Kitchen,104 Portland St,8.8,61.0,48.0,"43.6425791,-79.40011729999999"
Le Select Bistro,432 Wellington St W,8.8,265.0,339.0,"43.6425791,-79.40011729999999"
Rodney's Oyster House,469 King St W,9.0,297.0,261.0,"43.6425791,-79.40011729999999"
The Keg,560 King St W,8.4,63.0,99.0,"43.6425791,-79.40011729999999"
SOMA chocolatemaker,443 King St W,9.3,254.0,312.0,"43.6425791,-79.40011729999999"
Marben,488 Wellington St W,8.1,188.0,183.0,"43.6425791,-79.40011729999999"
The Keg Steakhouse + Bar,26 the Esplanade,8.7,133.0,183.0,"43.6469251,-79.3733192"
Sukho Thai,52 Wellington St E,8.7,193.0,312.0,"43.6469251,-79.3733192"
C'est What,67 Front St E,8.3,1182.0,456.0,"43.6469251,-79.3733192"
Chotto Matte,161 Bay St,8.8,52.0,22.0,"43.6469251,-79.3733192"
Neo Coffee Bar,161 Frederick St,9.0,229.0,213.0,"43.6469251,-79.3733192"
Gyu-Kaku BBQ,81 Church St,8.9,44.0,63.0,"43.6469251,-79.3733192"
Walrus Pub & Beer Hall,187 Bay St,8.7,53.0,54.0,"43.6469251,-79.3733192"
Fahrenheit Coffee,120 Lombard St,9.0,243.0,321.0,"43.6469251,-79.3733192"
Terroni,57A Adelaide St E,8.6,375.0,402.0,"43.6469251,-79.3733192"
Canoe Restaurant & Bar,66 Wellington St W,9.0,476.0,366.0,"43.6469251,-79.3733192"
Gusto 101,101 Portland St,8.8,501.0,593.0,"43.644395,-79.40065430000001"
Chubby's Jamaican Kitchen,104 Portland St,8.8,61.0,48.0,"43.644395,-79.40065430000001"
WVRST,609 King St W,8.5,1058.0,742.0,"43.644395,-79.40065430000001"
Wilbur Mexicana,552 King St W,9.0,186.0,392.0,"43.644395,-79.40065430000001"
The Keg,560 King St W,8.4,63.0,99.0,"43.644395,-79.40065430000001"
Forget Me Not Cafe,506 Adelaide St W,8.4,25.0,20.0,"43.644395,-79.40065430000001"
Rodney's Oyster House,469 King St W,9.0,297.0,261.0,"43.644395,-79.40065430000001"
SOMA chocolatemaker,443 King St W,9.3,254.0,312.0,"43.644395,-79.40065430000001"
Le Select Bistro,432 Wellington St W,8.8,265.0,339.0,"43.644395,-79.40065430000001"
La Palette,492 Queen St W,8.6,113.0,128.0,"43.644395,-79.40065430000001"
Byblos,11 Duncan St,9.3,163.0,337.0,"43.6463574,-79.391206"
Pai,18 Duncan St,9.2,515.0,932.0,"43.6463574,-79.391206"
RaviSoups,322 Adelaide St W,8.3,111.0,229.0,"43.6463574,-79.391206"
Bar Hop,391 King St W,8.6,1135.0,461.0,"43.6463574,-79.391206"
A&W Restaurant,8 Mercer St,8.3,20.0,28.0,"43.6463574,-79.391206"
SOMA chocolatemaker,443 King St W,9.3,254.0,312.0,"43.6463574,-79.391206"
La Carnita,106 John St,8.1,104.0,192.0,"43.6463574,-79.391206"
Copacabana Brazilian Steakhouse Adelaide,230 Adelaide St W,8.6,91.0,214.0,"43.6463574,-79.391206"
HotBlack Coffee,245 Queen St W,9.0,67.0,169.0,"43.6463574,-79.391206"
Khao San Road,11 Charlotte St,8.1,87.0,95.0,"43.6463574,-79.391206"
House on Parliament,454 Parliament St,8.9,220.0,279.0,"43.6682342,-79.3702641"
Zakkushi,193 Carlton St,8.8,234.0,165.0,"43.6682342,-79.3702641"
The Keg Steakhouse & Bar,515 Jarvis St,8.9,249.0,308.0,"43.6682342,-79.3702641"
Chew Chew's Diner,186 Carlton St,8.3,24.0,61.0,"43.6682342,-79.3702641"
Storm Crow Manor,580 Church St,9.0,85.0,48.0,"43.6682342,-79.3702641"
Hair of the Dog,425 Church St,8.5,257.0,271.0,"43.6682342,-79.3702641"
Maison Selby,592 Sherbourne St,7.9,22.0,20.0,"43.6682342,-79.3702641"
Golden Greek,105 Carlton St,8.3,31.0,55.0,"43.6682342,-79.3702641"
Woody's,467 Church St,8.1,311.0,263.0,"43.6682342,-79.3702641"
The Blake House,449 Jarvis St,7.8,118.0,114.0,"43.6682342,-79.3702641"
Terroni,1095 Yonge St,8.5,121.0,231.0,"43.6791876,-79.39071899999999"
Black Camel,4 Crescent Rd,9.0,86.0,255.0,"43.6791876,-79.39071899999999"
Boxcar Social,1208 Yonge St,8.9,129.0,189.0,"43.6791876,-79.39071899999999"
The Rosedale Diner,1164 Yonge St,8.2,54.0,68.0,"43.6791876,-79.39071899999999"
The Rebel House,1068 Yonge St,8.1,56.0,107.0,"43.6791876,-79.39071899999999"
Sorrell Restaurant,1158 Yonge St,7.8,2.0,8.0,"43.6791876,-79.39071899999999"
Nutbar,1240B Yonge St,8.3,43.0,9.0,"43.6791876,-79.39071899999999"
Joso's,202 Davenport Rd,8.8,32.0,49.0,"43.6791876,-79.39071899999999"
Scaramouche Restaurant Pasta Bar & Grill,1 Benvenuto Pl,8.7,92.0,108.0,"43.6791876,-79.39071899999999"
Trattoria Nervosa,75 Yorkville Ave,8.7,199.0,303.0,"43.6791876,-79.39071899999999"
Joso's,202 Davenport Rd,8.8,32.0,49.0,"43.674446,-79.398331"
Playa Cabana,111 Dupont St,8.5,120.0,212.0,"43.674446,-79.398331"
5 Elements Espresso,131 Ave Rd,8.0,17.0,31.0,"43.674446,-79.398331"
Le Paradis Brasserie Bistro,166 Bedford Rd,7.8,43.0,49.0,"43.674446,-79.398331"
Koerner Hall,273 Bloor St W,9.2,125.0,81.0,"43.674446,-79.398331"
Ezra's Pound,238 Dupont St,8.6,54.0,103.0,"43.674446,-79.398331"
Summer's Sweet Memories Inc,101 Yorkville Ave,8.6,77.0,140.0,"43.674446,-79.398331"
Black Camel,4 Crescent Rd,9.0,86.0,255.0,"43.674446,-79.398331"
Trattoria Nervosa,75 Yorkville Ave,8.7,199.0,303.0,"43.674446,-79.398331"
Yamato Japanese Restaurant,18 Bellefair Ave,8.6,100.0,101.0,"43.674446,-79.398331"
Exhibition Place,200 Princes' Blvd,7.7,69.0,26.0,"43.6334636,-79.4143057"
Ono Poke Bar,100 Western Battery Rd,8.2,4.0,17.0,"43.6334636,-79.4143057"
Local Liberty Village,171 E Liberty St,7.9,112.0,181.0,"43.6334636,-79.4143057"
Tim Hortons,171 E Liberty St,7.8,22.0,51.0,"43.6334636,-79.4143057"
Mildred's Temple Kitchen,85 Hanna Ave,8.0,414.0,379.0,"43.6334636,-79.4143057"
Medieval Times Dinner & Tournament,10 Dufferin St,8.0,399.0,248.0,"43.6334636,-79.4143057"
For the Love of Cake,171 E Liberty St,7.6,27.0,29.0,"43.6334636,-79.4143057"
Parisco Cafe,215 Fort York Blvd,7.8,23.0,22.0,"43.6334636,-79.4143057"
Balzac's Coffee Roasters,43 Hanna Ave,7.6,175.0,198.0,"43.6334636,-79.4143057"
Liberty Commons at Big Rock Brewery,42 Liberty St,7.7,85.0,74.0,"43.6334636,-79.4143057"
Ono Poke Bar,100 Western Battery Rd,8.2,4.0,17.0,"43.6352007,-79.4187711"
Tim Hortons,171 E Liberty St,7.8,22.0,51.0,"43.6352007,-79.4187711"
Local Liberty Village,171 E Liberty St,7.9,112.0,181.0,"43.6352007,-79.4187711"
Otto's Bierhalle,1087 Queen St W,9.1,78.0,101.0,"43.6352007,-79.4187711"
Louie - Craft Coffee,1187 King St W,8.4,36.0,71.0,"43.6352007,-79.4187711"
Cafe Neon,1024 Queen St W,9.0,29.0,63.0,"43.6352007,-79.4187711"
Medieval Times Dinner & Tournament,10 Dufferin St,8.0,399.0,248.0,"43.6352007,-79.4187711"
Liberty Commons at Big Rock Brewery,42 Liberty St,7.7,85.0,74.0,"43.6352007,-79.4187711"
Balzac's Coffee Roasters,43 Hanna Ave,7.6,175.0,198.0,"43.6352007,-79.4187711"
Bar Fancy,1070 Queen St E,8.4,33.0,86.0,"43.6352007,-79.4187711"
Bryden's Inc,2455 Bloor St W,7.9,71.0,54.0,"43.6501644,-79.48296909999999"
Fat Bastard Burrito Co,2400 Bloor St W,7.6,1.0,10.0,"43.6501644,-79.48296909999999"
Queen's Pasta Café,2263 Bloor St W,8.0,38.0,36.0,"43.6501644,-79.48296909999999"
Bread & Roses Bakery Cafe,2232 Bloor St W,8.2,26.0,43.0,"43.6501644,-79.48296909999999"
Campo,244 Jane St,8.3,5.0,13.0,"43.6501644,-79.48296909999999"
Baka Gallery Cafe,2256 Bloor St W,7.9,52.0,69.0,"43.6501644,-79.48296909999999"
Zaza Espresso Bar,258 Beresford Ave,7.9,28.0,17.0,"43.6501644,-79.48296909999999"
Falafel World,2396 Bloor St W,7.2,7.0,23.0,"43.6501644,-79.48296909999999"
Amber European Restaurant,2372 Bloor St W,7.1,6.0,22.0,"43.6501644,-79.48296909999999"
The Old Mill Flower and Gift Shoppe,21 Old Mill Rd,7.8,114.0,47.0,"43.6501644,-79.48296909999999"
Old York Bar & Grill,167 Niagara St,8.1,64.0,72.0,"43.636804,-79.408832"
Parisco Cafe,215 Fort York Blvd,7.8,23.0,22.0,"43.636804,-79.408832"
Exhibition Place,200 Princes' Blvd,7.7,69.0,26.0,"43.636804,-79.408832"
Ono Poke Bar,100 Western Battery Rd,8.2,4.0,17.0,"43.636804,-79.408832"
Pennies,127 Strachan Ave,8.3,5.0,16.0,"43.636804,-79.408832"
White Squirrel Coffee Shop,907 Queen St W,8.3,82.0,177.0,"43.636804,-79.408832"
UFO Restaurant,241 Niagara St,7.9,24.0,27.0,"43.636804,-79.408832"
Local Liberty Village,171 E Liberty St,7.9,112.0,181.0,"43.636804,-79.408832"
Tim Hortons,171 E Liberty St,7.8,22.0,51.0,"43.636804,-79.408832"
Balzac's Coffee Roasters,43 Hanna Ave,7.6,175.0,198.0,"43.636804,-79.408832"
Tabriz Persian Cookhouse,995 Bay St,8.2,13.0,19.0,"43.6658804,-79.38761010000002"
Storm Crow Manor,580 Church St,9.0,85.0,48.0,"43.6658804,-79.38761010000002"
Eataly,55 Bloor St W,8.4,141.0,48.0,"43.6658804,-79.38761010000002"
Koerner Hall,273 Bloor St W,9.2,125.0,81.0,"43.6658804,-79.38761010000002"
Tokyo Kitchen,20 Charles St E,8.2,37.0,39.0,"43.6658804,-79.38761010000002"
Yamato Japanese Restaurant,18 Bellefair Ave,8.6,100.0,101.0,"43.6658804,-79.38761010000002"
Trattoria Nervosa,75 Yorkville Ave,8.7,199.0,303.0,"43.6658804,-79.38761010000002"
Nando's Peri-Peri,832 Bay St,8.2,150.0,247.0,"43.6658804,-79.38761010000002"
The Keg Steakhouse & Bar,515 Jarvis St,8.9,249.0,308.0,"43.6658804,-79.38761010000002"
Planta,1221 Bay St,8.2,85.0,132.0,"43.6658804,-79.38761010000002"
The Beech Tree,924 Kingston Rd,8.7,10.0,21.0,"43.68035,-79.28357"
The Green Dragon Pub,1032 Kingston Rd,7.4,19.0,26.0,"43.68035,-79.28357"
The Feathers Pub,962 Kingston Rd,7.6,141.0,37.0,"43.68035,-79.28357"
Ed's Real Scoop,2224 Queen St E,8.4,62.0,79.0,"43.68035,-79.28357"
No Bull Burgers,1019 Kingston Rd,7.3,18.0,22.0,"43.68035,-79.28357"
ViVetha Bistro - Queen St. E.,2485 Queen St E,8.0,13.0,38.0,"43.68035,-79.28357"
Bagels on Fire,2248 Queen St E,8.1,10.0,17.0,"43.68035,-79.28357"
Isabella's Boutique Restaurant,2328 Queen St E,7.7,11.0,12.0,"43.68035,-79.28357"
The Fill Station Sports Bar,2282 Queen St E,7.6,11.0,20.0,"43.68035,-79.28357"
Xola,2222A Queen St E,7.6,15.0,29.0,"43.68035,-79.28357"
Fusaro's,294 Richmond St E,8.6,46.0,74.0,"43.6535052,-79.3667689"
Neo Coffee Bar,161 Frederick St,9.0,229.0,213.0,"43.6535052,-79.3667689"
The Black Canary Espresso Bar,61 Sherbourne St,8.4,65.0,109.0,"43.6535052,-79.3667689"
Roselle Desserts,362 King St E,8.9,45.0,61.0,"43.6535052,-79.3667689"
The George Street Diner,129 George St,8.7,168.0,173.0,"43.6535052,-79.3667689"
Tandem Coffee,368 King St E,8.8,51.0,75.0,"43.6535052,-79.3667689"
Fahrenheit Coffee,120 Lombard St,9.0,243.0,321.0,"43.6535052,-79.3667689"
Mystic Muffin,113 Jarvis St,8.8,39.0,52.0,"43.6535052,-79.3667689"
Figs Breakfast & Lunch,344 Queen St E,8.2,42.0,82.0,"43.6535052,-79.3667689"
Arvo Coffee,17 Gristmill Lane,9.0,59.0,78.0,"43.6535052,-79.3667689"
