name,address,yelp_rating,yelp_total_ratings,coordinates
King Taps,100 King Street W,4.0,384.0,"43.64215,-79.377"
Sukho Thai,52 Wellington Street E,3.5,545.0,"43.64215,-79.377"
Ikkousha Ramen,249 Queen Street W,4.5,283.0,"43.64215,-79.377"
Tachi,111 Richmond Street W,4.5,173.0,"43.64215,-79.377"
The Keg Steakhouse + Bar - York Street,165 York Street,4.0,298.0,"43.64215,-79.377"
Estiatorio Volos,133 Richmond St W,4.0,331.0,"43.64215,-79.377"
BeaverTails,145 Queen's Quay W,4.0,85.0,"43.64215,-79.377"
Sugo,1281 Bloor Street W,4.5,241.0,"43.663337,-79.446444"
Wallace Espresso,188 Wallace Avenue,4.5,45.0,"43.663337,-79.446444"
Brock Sandwich,1260 Bloor Street W,4.5,108.0,"43.663337,-79.446444"
Neon Commissary,241 Wallace Avenue,4.0,69.0,"43.663337,-79.446444"
Koji Japanese Restaurant,1553 Dupont Street,4.5,38.0,"43.663337,-79.446444"
Tuckshop Kitchen,1640 Dupont Street,4.5,56.0,"43.663337,-79.446444"
Famiglia Baldassarre,122 Geary Avenue,4.5,67.0,"43.663337,-79.446444"
Donna's,827 Lansdowne Avenue,4.5,25.0,"43.663337,-79.446444"
Cantanhede O Bairradino,662 Lansdowne Avenue,4.0,40.0,"43.663337,-79.446444"
Home,1242 Bloor Street W,4.0,63.0,"43.663337,-79.446444"
Parallel,217 Geary Avenue,4.0,91.0,"43.663337,-79.446444"
Bar Neon,1226 Bloor Street W,4.0,72.0,"43.663337,-79.446444"
Good Behaviour,342 Westmoreland Avenue N,4.5,45.0,"43.663337,-79.446444"
Mattachioni,1617 Dupont Street,4.0,45.0,"43.663337,-79.446444"
Chito's Pizza,1308 Bloor Street W,4.0,61.0,"43.663337,-79.446444"
Rush Hour,1438A Dufferin Street,4.5,46.0,"43.663337,-79.446444"
The Four Seven,1211 Bloor Street  W,4.5,32.0,"43.663337,-79.446444"
Thai Lime,1551 Dupont Street,3.5,96.0,"43.663337,-79.446444"
Brasa Peruvian Kitchen,297 Campbell Avenue,5.0,9.0,"43.663337,-79.446444"
The Merseyside,2413 Dundas Street W,4.5,22.0,"43.663337,-79.446444"
Mildred's Temple Kitchen,85 Hanna Avenue,4.0,993.0,"43.6392777,-79.4115736"
Gusto 101,101 Portland Street,4.0,1100.0,"43.6392777,-79.4115736"
Wvrst,609 King Street W,4.0,827.0,"43.6392777,-79.4115736"
Lee Restaurant,601 King Street W,4.0,706.0,"43.6392777,-79.4115736"
Beast Bodega,96 Tecumseth Street,4.0,413.0,"43.6392777,-79.4115736"
OEB Breakfast Co.,125 E Liberty Street,4.5,90.0,"43.6392777,-79.4115736"
Smoque N' Bones,869 Queen Street W,4.0,410.0,"43.6392777,-79.4115736"
LOCAL Public Eatery - Liberty Village,171 E Liberty Street,4.0,303.0,"43.6392777,-79.4115736"
Pho Tien Thanh,57 Ossington Avenue,4.0,440.0,"43.6392777,-79.4115736"
Saku Sushi,478 Queen Street W,4.0,526.0,"43.6392777,-79.4115736"
Oyster Boy,872 Queen Street W,4.0,205.0,"43.6392777,-79.4115736"
Levetto,68 Sudbury Street,4.0,246.0,"43.6392777,-79.4115736"
'ONO Poké Bar,100 Western Battery Road,4.0,110.0,"43.6392777,-79.4115736"
Chubby's Jamaican Kitchen,104 Portland Street,4.0,308.0,"43.6392777,-79.4115736"
Bellwoods Brewery,124-126 Ossington Avenue,4.0,350.0,"43.6392777,-79.4115736"
Buca,604 King Street W,4.0,452.0,"43.6392777,-79.4115736"
Edulis,169 Niagara Street,4.0,119.0,"43.6392777,-79.4115736"
Simit & Chai,787 King Street W,4.0,123.0,"43.6392777,-79.4115736"
Union,72A Ossington Avenue,4.0,238.0,"43.6392777,-79.4115736"
La Cubana,92 Ossington Avenue,4.0,225.0,"43.6392777,-79.4115736"
Pai Northern Thai Kitchen,18 Duncan Street,4.5,3338.0,"43.645102,-79.39744979999999"
Jacobs & Co. Steakhouse,12 Brant Street,4.5,603.0,"43.645102,-79.39744979999999"
Banh Mi Boys,392 Queen Street W,4.5,1236.0,"43.645102,-79.39744979999999"
Khao San Road,11 Charlotte Street,4.0,1686.0,"43.645102,-79.39744979999999"
Gusto 101,101 Portland Street,4.0,1100.0,"43.645102,-79.39744979999999"
Wilbur Mexicana,552 King Street W,4.0,607.0,"43.645102,-79.39744979999999"
Lee Restaurant,601 King Street W,4.0,706.0,"43.645102,-79.39744979999999"
Wvrst,609 King Street W,4.0,827.0,"43.645102,-79.39744979999999"
Byblos,11 Duncan Street,4.5,890.0,"43.645102,-79.39744979999999"
Rodney's Oyster House,469 King Street W,4.0,430.0,"43.645102,-79.39744979999999"
Alo Restaurant,163 Spadina Avenue,4.5,326.0,"43.645102,-79.39744979999999"
Patria,480 King Street W,4.0,532.0,"43.645102,-79.39744979999999"
Mira,420A Wellington Street W,4.5,256.0,"43.645102,-79.39744979999999"
Saku Sushi,478 Queen Street W,4.0,526.0,"43.645102,-79.39744979999999"
Le Sélect Bistro,432 Wellington Street W,4.0,452.0,"43.645102,-79.39744979999999"
Aloette,163 Spadina Avenue,4.5,279.0,"43.645102,-79.39744979999999"
Strange Love,101 Spadina Avenue,4.5,201.0,"43.645102,-79.39744979999999"
Chubby's Jamaican Kitchen,104 Portland Street,4.0,308.0,"43.645102,-79.39744979999999"
Ravi Soups,322 Adelaide Street W,4.5,364.0,"43.645102,-79.39744979999999"
Juicy Dumpling,280 Spadina Ave,4.5,592.0,"43.645102,-79.39744979999999"
Sugo,1281 Bloor Street W,4.5,241.0,"43.6602021,-79.4342726"
La Bella Managua,872 Bloor Street W,4.5,247.0,"43.6602021,-79.4342726"
Takht-e Tavoos,1120 College Street,4.5,128.0,"43.6602021,-79.4342726"
Pho Linh,1156 College Street W,4.0,238.0,"43.6602021,-79.4342726"
Brock Sandwich,1260 Bloor Street W,4.5,108.0,"43.6602021,-79.4342726"
Banjara Indian Cuisine,796 Bloor Street W,3.5,444.0,"43.6602021,-79.4342726"
The Caledonian,856 College Street,4.5,150.0,"43.6602021,-79.4342726"
Wenona Craft Beer Lodge,1069 Bloor Street W,4.0,45.0,"43.6602021,-79.4342726"
Giulietta,972 College Street,4.0,123.0,"43.6602021,-79.4342726"
Bloomer's,873 Bloor Street W,4.0,153.0,"43.6602021,-79.4342726"
African Palace,977 Bloor Street W,4.0,95.0,"43.6602021,-79.4342726"
Home,1242 Bloor Street W,4.0,63.0,"43.6602021,-79.4342726"
Wallace Espresso,188 Wallace Avenue,4.5,45.0,"43.6602021,-79.4342726"
Northwood,815 W Bloor Street,4.0,123.0,"43.6602021,-79.4342726"
Field Trip Cafe,3 Westmoreland Avenue,4.5,44.0,"43.6602021,-79.4342726"
Black Cat Espresso Bar,1104 College Street,4.5,57.0,"43.6602021,-79.4342726"
Jerk King,1104 Bloor Street W,3.5,72.0,"43.6602021,-79.4342726"
Bar Neon,1226 Bloor Street W,4.0,72.0,"43.6602021,-79.4342726"
Tallboys Craft Beer House,838 Bloor Street W,4.0,102.0,"43.6602021,-79.4342726"
Arabesque Middle Eastern Foods,1068 College Street,4.5,30.0,"43.6602021,-79.4342726"
Café Polonez,195 Roncesvalles Avenue,4.5,283.0,"43.644887,-79.45641169999999"
Barque Smokehouse,299 Roncesvalles Avenue,4.0,519.0,"43.644887,-79.45641169999999"
The Ace,231A Roncesvalles Avenue,4.0,194.0,"43.644887,-79.45641169999999"
Pizzeria Defina,321 Roncesvalles Ave,4.0,148.0,"43.644887,-79.45641169999999"
La Cubana,392 Roncesvalles Avenue,3.5,229.0,"43.644887,-79.45641169999999"
Islas Filipino BBQ and Bar,1690 Queen Street W,4.5,81.0,"43.644887,-79.45641169999999"
The Goods,279 Roncesvalles Ave,4.0,51.0,"43.644887,-79.45641169999999"
Aris Place,229 Roncesvalles Avenue,4.0,62.0,"43.644887,-79.45641169999999"
The Commoner,2067 Dundas Street W,4.0,59.0,"43.644887,-79.45641169999999"
Easy Breakfast,1645 Queen Street W,3.5,136.0,"43.644887,-79.45641169999999"
Cafe Pho Nho,2060 Dundas Street W,3.5,77.0,"43.644887,-79.45641169999999"
Gold Standard,385 Roncesvalles Avenue,4.5,24.0,"43.644887,-79.45641169999999"
Thai Home,133 Roncesvalles Avenue,4.0,45.0,"43.644887,-79.45641169999999"
Aztec's Mine,1986 Bloor Street W,4.0,105.0,"43.644887,-79.45641169999999"
Benna's Bakery & Deli,135 Roncesvalles Avenue,4.0,25.0,"43.644887,-79.45641169999999"
Kami Sushi,153 Roncesvalles Avenue,4.0,27.0,"43.644887,-79.45641169999999"
Local Kitchen & Winebar,1710 Queen Street W,3.5,82.0,"43.644887,-79.45641169999999"
Fantail,333 Roncesvalles Avenue,4.0,30.0,"43.644887,-79.45641169999999"
Dil Se Indian Restaurant & Bar,335 Roncesvalles Avenue,5.0,11.0,"43.644887,-79.45641169999999"
Cafe Tibet Bar & Grill,390 Roncesvalles Avenue,4.5,21.0,"43.644887,-79.45641169999999"
Pizzeria Libretto Danforth,550 Danforth Avenue,4.0,321.0,"43.680012,-79.34403250000001"
Pantheon Restaurant,407 Danforth Avenue,4.0,341.0,"43.680012,-79.34403250000001"
Simone's Caribbean Restaurant,596 Danforth Avenue,4.5,144.0,"43.680012,-79.34403250000001"
Sakawa Coffee & Japanese Restaurant,867 Danforth Ave,4.0,115.0,"43.680012,-79.34403250000001"
Momo Hut & Gardens,401 Danforth Avenue,4.5,116.0,"43.680012,-79.34403250000001"
Mr Pide,800 Danforth Avenue,4.5,82.0,"43.680012,-79.34403250000001"
Athens Pastries,509 Danforth Avenue,4.5,124.0,"43.680012,-79.34403250000001"
Mezes,456 Danforth Avenue,4.0,252.0,"43.680012,-79.34403250000001"
Souv Like,708 Pape Avenue,4.5,85.0,"43.680012,-79.34403250000001"
Messini Authentic Gyros,445 Danforth Avenue,3.5,527.0,"43.680012,-79.34403250000001"
Athens Restaurant,707 Danforth Avenue,4.0,88.0,"43.680012,-79.34403250000001"
Square Boy,875 Danforth Avenue,4.0,198.0,"43.680012,-79.34403250000001"
Danforth Pizza House,920 Danforth Avenue,4.0,141.0,"43.680012,-79.34403250000001"
Greenwood Smokehouse BBQ,673 Danforth Avenue,3.5,158.0,"43.680012,-79.34403250000001"
Ha Gow Dim Sum House,988 Danforth Avenue,4.0,116.0,"43.680012,-79.34403250000001"
Green Earth Vegan Cuisine,804 Danforth Avenue,4.0,74.0,"43.680012,-79.34403250000001"
SugarKane,699 Danforth Avenue,4.5,32.0,"43.680012,-79.34403250000001"
Atlantis Authentic Greek Cuisine,526 Danforth Avenue,4.0,57.0,"43.680012,-79.34403250000001"
Papyrus,337 Danforth Avenue,4.5,41.0,"43.680012,-79.34403250000001"
Nakayoshi Izakaya,812 Danforth Avenue,4.0,69.0,"43.680012,-79.34403250000001"
Pai Northern Thai Kitchen,18 Duncan Street,4.5,3338.0,"43.641952,-79.380723"
Miku,105-10 Bay Street,4.0,878.0,"43.641952,-79.380723"
Byblos,11 Duncan Street,4.5,890.0,"43.641952,-79.380723"
Canoe,66 Wellington Street  W,4.0,734.0,"43.641952,-79.380723"
360 Restaurant,CN Tower,3.5,967.0,"43.641952,-79.380723"
Evviva Breakfast & Lunch,25 Lower Simcoe,4.0,349.0,"43.641952,-79.380723"
Cafe Landwer - Adelaide & University,165 University Avenue,4.0,481.0,"43.641952,-79.380723"
JaBistro,222 Richmond Street W,4.0,580.0,"43.641952,-79.380723"
Real Sports,15 York Street,3.5,506.0,"43.641952,-79.380723"
Beerbistro,18 King Street E,4.0,679.0,"43.641952,-79.380723"
Harbour 60,60 Harbour Street,3.5,278.0,"43.641952,-79.380723"
Cactus Club Cafe,77 Adelaide Street W,4.0,579.0,"43.641952,-79.380723"
Pearl Harbourfront Chinese Cuisine,207 Queens Quay W,3.5,286.0,"43.641952,-79.380723"
Ravi Soups,322 Adelaide Street W,4.5,364.0,"43.641952,-79.380723"
King Taps,100 King Street W,4.0,384.0,"43.641952,-79.380723"
Ikkousha Ramen,249 Queen Street W,4.5,283.0,"43.641952,-79.380723"
The Loose Moose,146 Front Street West,3.5,445.0,"43.641952,-79.380723"
Yuzu No Hana,236 Adelaide Street W,4.0,570.0,"43.641952,-79.380723"
Indian Roti House,256 Queens Quay W,4.0,223.0,"43.641952,-79.380723"
Taverna Mercatto,120 Bremner Boulevard,3.5,223.0,"43.641952,-79.380723"
Wvrst,609 King Street W,4.0,827.0,"43.637381,-79.406112"
Gusto 101,101 Portland Street,4.0,1100.0,"43.637381,-79.406112"
Lee Restaurant,601 King Street W,4.0,706.0,"43.637381,-79.406112"
Jacobs & Co. Steakhouse,12 Brant Street,4.5,603.0,"43.637381,-79.406112"
Wilbur Mexicana,552 King Street W,4.0,607.0,"43.637381,-79.406112"
Beast Bodega,96 Tecumseth Street,4.0,413.0,"43.637381,-79.406112"
Chubby's Jamaican Kitchen,104 Portland Street,4.0,308.0,"43.637381,-79.406112"
Mira,420A Wellington Street W,4.5,256.0,"43.637381,-79.406112"
Rodney's Oyster House,469 King Street W,4.0,430.0,"43.637381,-79.406112"
Buca,604 King Street W,4.0,452.0,"43.637381,-79.406112"
Le Sélect Bistro,432 Wellington Street W,4.0,452.0,"43.637381,-79.406112"
Patria,480 King Street W,4.0,532.0,"43.637381,-79.406112"
Edulis,169 Niagara Street,4.0,119.0,"43.637381,-79.406112"
Smoque N' Bones,869 Queen Street W,4.0,410.0,"43.637381,-79.406112"
Simit & Chai,787 King Street W,4.0,123.0,"43.637381,-79.406112"
OEB Breakfast Co.,125 E Liberty Street,4.5,90.0,"43.637381,-79.406112"
Strange Love,101 Spadina Avenue,4.5,201.0,"43.637381,-79.406112"
Sansotei Ramen,115 Fort York Boulevard,4.0,93.0,"43.637381,-79.406112"
Campechano Taquería,504 Adelaide Street W,4.0,182.0,"43.637381,-79.406112"
Oretta,633 King Street W,3.5,333.0,"43.637381,-79.406112"
Jacobs & Co. Steakhouse,12 Brant Street,4.5,603.0,"43.63811,-79.397877"
Gusto 101,101 Portland Street,4.0,1100.0,"43.63811,-79.397877"
Wvrst,609 King Street W,4.0,827.0,"43.63811,-79.397877"
Khao San Road,11 Charlotte Street,4.0,1686.0,"43.63811,-79.397877"
Lee Restaurant,601 King Street W,4.0,706.0,"43.63811,-79.397877"
Wilbur Mexicana,552 King Street W,4.0,607.0,"43.63811,-79.397877"
Mira,420A Wellington Street W,4.5,256.0,"43.63811,-79.397877"
Le Sélect Bistro,432 Wellington Street W,4.0,452.0,"43.63811,-79.397877"
Rodney's Oyster House,469 King Street W,4.0,430.0,"43.63811,-79.397877"
Patria,480 King Street W,4.0,532.0,"43.63811,-79.397877"
360 Restaurant,CN Tower,3.5,967.0,"43.63811,-79.397877"
Sansotei Ramen,115 Fort York Boulevard,4.0,93.0,"43.63811,-79.397877"
Chubby's Jamaican Kitchen,104 Portland Street,4.0,308.0,"43.63811,-79.397877"
Buca,604 King Street W,4.0,452.0,"43.63811,-79.397877"
Beast Bodega,96 Tecumseth Street,4.0,413.0,"43.63811,-79.397877"
Strange Love,101 Spadina Avenue,4.5,201.0,"43.63811,-79.397877"
Aanch,259 Wellington St W,4.0,184.0,"43.63811,-79.397877"
Porchetta & Co,545 King Street W,4.0,194.0,"43.63811,-79.397877"
Campechano Taquería,504 Adelaide Street W,4.0,182.0,"43.63811,-79.397877"
Akira Back,80 Blue Jays Way,4.0,192.0,"43.63811,-79.397877"
Antler Kitchen & Bar,1454 Dundas Street West,4.5,284.0,"43.64957,-79.432446"
Good Fork,1550 Dundas Street W,4.0,382.0,"43.64957,-79.432446"
Le Baratin,1600 Dundas Street. W,4.5,128.0,"43.64957,-79.432446"
Takht-e Tavoos,1120 College Street,4.5,128.0,"43.64957,-79.432446"
Pho Linh,1156 College Street W,4.0,238.0,"43.64957,-79.432446"
Enoteca Sociale,1288 Dundas St W,4.0,318.0,"43.64957,-79.432446"
The Federal,1438 Dundas Street W,4.0,172.0,"43.64957,-79.432446"
Bar Isabel,797 College Street,4.0,454.0,"43.64957,-79.432446"
Pizzeria Libretto,221 Ossington Avenue,4.0,565.0,"43.64957,-79.432446"
Hanmoto,2 Lakeview Avenue,4.0,225.0,"43.64957,-79.432446"
Bellwoods Brewery,124-126 Ossington Avenue,4.0,350.0,"43.64957,-79.432446"
Sugo,1281 Bloor Street W,4.5,241.0,"43.64957,-79.432446"
Giulietta,972 College Street,4.0,123.0,"43.64957,-79.432446"
Black Cat Espresso Bar,1104 College Street,4.5,57.0,"43.64957,-79.432446"
Imanishi Japanese Kitchen,1330 Dundas Street W,4.0,101.0,"43.64957,-79.432446"
The Caledonian,856 College Street,4.5,150.0,"43.64957,-79.432446"
Guu Izakaya Toronto,1314 Queen Street W,4.0,152.0,"43.64957,-79.432446"
Levetto,68 Sudbury Street,4.0,246.0,"43.64957,-79.432446"
Egg Sunrise Grill,1422 Dundas Street W,5.0,26.0,"43.64957,-79.432446"
Arabesque Middle Eastern Foods,1068 College Street,4.5,30.0,"43.64957,-79.432446"
Miku,105-10 Bay Street,4.0,878.0,"43.64191,-79.378325"
Pai Northern Thai Kitchen,18 Duncan Street,4.5,3338.0,"43.64191,-79.378325"
Canoe,66 Wellington Street  W,4.0,734.0,"43.64191,-79.378325"
Byblos,11 Duncan Street,4.5,890.0,"43.64191,-79.378325"
360 Restaurant,CN Tower,3.5,967.0,"43.64191,-79.378325"
Harbour 60,60 Harbour Street,3.5,278.0,"43.64191,-79.378325"
Beerbistro,18 King Street E,4.0,679.0,"43.64191,-79.378325"
Cafe Landwer - Adelaide & University,165 University Avenue,4.0,481.0,"43.64191,-79.378325"
Real Sports,15 York Street,3.5,506.0,"43.64191,-79.378325"
Evviva Breakfast & Lunch,25 Lower Simcoe,4.0,349.0,"43.64191,-79.378325"
JaBistro,222 Richmond Street W,4.0,580.0,"43.64191,-79.378325"
Pearl Harbourfront Chinese Cuisine,207 Queens Quay W,3.5,286.0,"43.64191,-79.378325"
Cactus Club Cafe,77 Adelaide Street W,4.0,579.0,"43.64191,-79.378325"
King Taps,100 King Street W,4.0,384.0,"43.64191,-79.378325"
Ikkousha Ramen,249 Queen Street W,4.5,283.0,"43.64191,-79.378325"
BeaverTails,145 Queen's Quay W,4.0,85.0,"43.64191,-79.378325"
The Loose Moose,146 Front Street West,3.5,445.0,"43.64191,-79.378325"
The Keg Steakhouse + Bar - York Street,165 York Street,4.0,298.0,"43.64191,-79.378325"
Tachi,111 Richmond Street W,4.5,173.0,"43.64191,-79.378325"
Estiatorio Volos,133 Richmond St W,4.0,331.0,"43.64191,-79.378325"
Isabella's Mochi Donut Boutique,2066 Queen St East,4.5,134.0,"43.6700692,-79.2971326"
Kyouka Ramen,2222 Queen St E,4.5,133.0,"43.6700692,-79.2971326"
Yumei Sushi,2116 Queen Street E,4.0,92.0,"43.6700692,-79.2971326"
Green Eggplant Restaurant,2022 Queen Street E,4.0,83.0,"43.6700692,-79.2971326"
Limon,1968 Queen Street E,4.5,33.0,"43.6700692,-79.2971326"
Bagels On Fire,2248 Queen Street E,4.5,91.0,"43.6700692,-79.2971326"
Xola Mexican Food,2222A Queen Street  E,4.0,85.0,"43.6700692,-79.2971326"
Tiflisi,1970 Queen Street E,4.5,26.0,"43.6700692,-79.2971326"
Delina Restaurant,1891 Queen Street E,4.5,51.0,"43.6700692,-79.2971326"
Thai House Cuisine,2213 Queen Sreet E,3.5,46.0,"43.6700692,-79.2971326"
La Sala Restaurant,1975a Queen Street E,4.0,45.0,"43.6700692,-79.2971326"
Sunset Grill,2006 Queen Street E,3.5,55.0,"43.6700692,-79.2971326"
Mira Mira,1963 Queen Street E,4.0,24.0,"43.6700692,-79.2971326"
Breakwall BBQ,1910 Queen Street E,4.0,54.0,"43.6700692,-79.2971326"
Sauvignon Bistro,1862 Queen Street E,4.0,40.0,"43.6700692,-79.2971326"
Beacher Cafe,2162 Queen Street E,3.5,76.0,"43.6700692,-79.2971326"
Genji Sushi,2250 Queen Street E,4.5,32.0,"43.6700692,-79.2971326"
Souvlaki Hut,2100 Queen Street E,4.0,23.0,"43.6700692,-79.2971326"
Delhi Bistro,2214 Queen Street E,4.0,38.0,"43.6700692,-79.2971326"
Fat Bastard Burrito,2008 Queen Street E,3.5,29.0,"43.6700692,-79.2971326"
KINKA IZAKAYA ORIGINAL,398 Church Street,4.0,1791.0,"43.6559476,-79.37558829999999"
Richmond Station,1 Richmond Street W,4.5,866.0,"43.6559476,-79.37558829999999"
Blaze Pizza,10 Dundas St. East,4.5,581.0,"43.6559476,-79.37558829999999"
Hokkaido Ramen Santouka,91 Dundas Street E,4.0,883.0,"43.6559476,-79.37558829999999"
Pearl Diver,100 Adelaide Street E,4.0,619.0,"43.6559476,-79.37558829999999"
Katsuya,66 Gerrard Street E,4.5,477.0,"43.6559476,-79.37558829999999"
Eggspectation,483 Bay Street,4.0,750.0,"43.6559476,-79.37558829999999"
Mystic Muffin,113 Jarvis Street,4.5,290.0,"43.6559476,-79.37558829999999"
George Restaurant,111 Queen Street E,4.5,292.0,"43.6559476,-79.37558829999999"
The Senator,249 Victoria Street,4.0,489.0,"43.6559476,-79.37558829999999"
Sansotei Ramen,179 Dundas Street W,4.0,932.0,"43.6559476,-79.37558829999999"
GB Hand-pulled Noodles,66 Edward Street,4.0,571.0,"43.6559476,-79.37558829999999"
Banh Mi Boys,399 Yonge Street,4.0,509.0,"43.6559476,-79.37558829999999"
The Carbon Bar,99 Queen Street East,4.0,407.0,"43.6559476,-79.37558829999999"
Egg Club,88 Dundas Street E,4.5,121.0,"43.6559476,-79.37558829999999"
Beerbistro,18 King Street E,4.0,679.0,"43.6559476,-79.37558829999999"
Salad King Restaurant,340 Yonge Street,3.5,1013.0,"43.6559476,-79.37558829999999"
Canoe,66 Wellington Street  W,4.0,734.0,"43.6559476,-79.37558829999999"
JOEY Eaton Centre,1 Dundas St W,3.5,528.0,"43.6559476,-79.37558829999999"
Sap,401 Bay Street,3.5,550.0,"43.6559476,-79.37558829999999"
Lageez,641 Pharmacy Avenue,4.5,110.0,"43.707212,-79.2952873"
MEXITACO,1109 Victoria Park Avenue,4.0,151.0,"43.707212,-79.2952873"
Gingerman Restaurant,1104 Victoria Park Avenue,4.5,65.0,"43.707212,-79.2952873"
Viva Shawarma,1105 Victoria Park Avenue,4.5,40.0,"43.707212,-79.2952873"
Maya’s halal pizza and grill ,1555 O'Connor Drive,4.5,49.0,"43.707212,-79.2952873"
El Sazón de la Tia Flor,1549 O'Connor Drive,4.5,27.0,"43.707212,-79.2952873"
Slayer Burger,1400 O'Connor Drive,4.5,16.0,"43.707212,-79.2952873"
Golden Wok Chinese Restaurant,94 Halsey Avenue,3.5,20.0,"43.707212,-79.2952873"
Plaxton Coffee,2889 St Clair Ave E,4.5,4.0,"43.707212,-79.2952873"
Swiss Chalet Rotisserie & Grill,1400 O'Connor Dr,3.5,11.0,"43.707212,-79.2952873"
Dairy Queen Store,625 Pharmacy Avenue,4.5,3.0,"43.707212,-79.2952873"
Kanga,1179 Victoria Park Avenue,3.5,5.0,"43.707212,-79.2952873"
Subway,3100 Saint Clair Avenue E,2.0,9.0,"43.707212,-79.2952873"
McDonald's,3150 St. Clair E.,2.5,10.0,"43.707212,-79.2952873"
Master Pizzeria,420 Dawes Road,4.0,4.0,"43.707212,-79.2952873"
Domino's Pizza,447 Pharmacy Avenue,2.5,11.0,"43.707212,-79.2952873"
Curbside Dogs Diner,629 Pharmacy Avenue,5.0,1.0,"43.707212,-79.2952873"
Thai One On,2889 St Clair Avenue E,5.0,1.0,"43.707212,-79.2952873"
Sushi Real Fruit,1500 O'Connor Dr,4.0,4.0,"43.707212,-79.2952873"
Dawes Fish & Chips Plus Coffee,468 Dawes Road,4.0,1.0,"43.707212,-79.2952873"
The Burger's Priest,1636 Queen Street E,3.5,503.0,"43.6677628,-79.30811709999999"
Isabella's Mochi Donut Boutique,2066 Queen St East,4.5,134.0,"43.6677628,-79.30811709999999"
Delina Restaurant,1891 Queen Street E,4.5,51.0,"43.6677628,-79.30811709999999"
Sauvignon Bistro,1862 Queen Street E,4.0,40.0,"43.6677628,-79.30811709999999"
Limon,1968 Queen Street E,4.5,33.0,"43.6677628,-79.30811709999999"
Lazy Daisy's Cafe,1515 Gerrard Street E,4.0,149.0,"43.6677628,-79.30811709999999"
Breakwall BBQ,1910 Queen Street E,4.0,54.0,"43.6677628,-79.30811709999999"
Green Eggplant Restaurant,2022 Queen Street E,4.0,83.0,"43.6677628,-79.30811709999999"
Tiflisi,1970 Queen Street E,4.5,26.0,"43.6677628,-79.30811709999999"
Casa Di Giorgios,1646 Queen St E,4.0,73.0,"43.6677628,-79.30811709999999"
British Style Fish & Chips,73 Coxwell Avenue,4.0,51.0,"43.6677628,-79.30811709999999"
Mira Mira,1963 Queen Street E,4.0,24.0,"43.6677628,-79.30811709999999"
La Sala Restaurant,1975a Queen Street E,4.0,45.0,"43.6677628,-79.30811709999999"
O Sushi,6 Coxwell Avenue,4.0,57.0,"43.6677628,-79.30811709999999"
Sunset Grill,2006 Queen Street E,3.5,55.0,"43.6677628,-79.30811709999999"
Flying Pony,1481 Gerrard Street E,4.0,31.0,"43.6677628,-79.30811709999999"
Burrito Bandidos,1614 Queen Street E,3.5,57.0,"43.6677628,-79.30811709999999"
Thai House Cuisine,2213 Queen Sreet E,3.5,46.0,"43.6677628,-79.30811709999999"
Jaclyn's,1588 Queen Street E,4.5,14.0,"43.6677628,-79.30811709999999"
Occasions Restaurant,30 Eastwood Road,4.0,45.0,"43.6677628,-79.30811709999999"
Isabella's Mochi Donut Boutique,2066 Queen St East,4.5,134.0,"43.6750806,-79.3068697"
The Burger's Priest,1636 Queen Street E,3.5,503.0,"43.6750806,-79.3068697"
Beach Hill Smokehouse,172 Main Street S,4.5,140.0,"43.6750806,-79.3068697"
Bodega Henriette,1801 Gerrard Street E,4.0,70.0,"43.6750806,-79.3068697"
Limon,1968 Queen Street E,4.5,33.0,"43.6750806,-79.3068697"
Delina Restaurant,1891 Queen Street E,4.5,51.0,"43.6750806,-79.3068697"
Green Eggplant Restaurant,2022 Queen Street E,4.0,83.0,"43.6750806,-79.3068697"
Yumei Sushi,2116 Queen Street E,4.0,92.0,"43.6750806,-79.3068697"
Sauvignon Bistro,1862 Queen Street E,4.0,40.0,"43.6750806,-79.3068697"
Breakwall BBQ,1910 Queen Street E,4.0,54.0,"43.6750806,-79.3068697"
Tiflisi,1970 Queen Street E,4.5,26.0,"43.6750806,-79.3068697"
Boukan,452 Kingston Road,4.5,11.0,"43.6750806,-79.3068697"
Mira Mira,1963 Queen Street E,4.0,24.0,"43.6750806,-79.3068697"
La Sala Restaurant,1975a Queen Street E,4.0,45.0,"43.6750806,-79.3068697"
Casa Di Giorgios,1646 Queen St E,4.0,73.0,"43.6750806,-79.3068697"
British Style Fish & Chips,73 Coxwell Avenue,4.0,51.0,"43.6750806,-79.3068697"
Sunset Grill,2006 Queen Street E,3.5,55.0,"43.6750806,-79.3068697"
Thai House Cuisine,2213 Queen Sreet E,3.5,46.0,"43.6750806,-79.3068697"
Occasions Restaurant,30 Eastwood Road,4.0,45.0,"43.6750806,-79.3068697"
O Sushi,6 Coxwell Avenue,4.0,57.0,"43.6750806,-79.3068697"
Agio,1351 St Clair Avenue W,4.5,187.0,"43.6754247,-79.4547813"
Tre Mari Bakery,1311 Saint Clair Avenue W,4.5,92.0,"43.6754247,-79.4547813"
Rio 40 Restaurant,1256 Saint Clair Avenue West,4.0,63.0,"43.6754247,-79.4547813"
Frank’s Pizza House,1352 St Clair Avenue W,3.5,99.0,"43.6754247,-79.4547813"
Dairy Freeze,1601 St Clair Avenue W,3.0,72.0,"43.6754247,-79.4547813"
King's Tacos,1190 St Clair Avenue W,4.0,79.0,"43.6754247,-79.4547813"
