name,address,yelp_rating,yelp_total_ratings,coordinates
Sushi California,1238 Saint Clair Avenue W,3.5,98.0,"43.6754247,-79.4547813"
Pizza e Pazzi,1182 St Clair Avenue W,4.0,87.0,"43.6754247,-79.4547813"
Marcello’s pizzeria,1163 Saint Clair Avenue W,4.0,97.0,"43.6754247,-79.4547813"
La Bruschetta Restaurant,1317 St Clair Avenue West,4.0,38.0,"43.6754247,-79.4547813"
Sunnyside Grill,1218 Saint Clair Avenue W,3.5,56.0,"43.6754247,-79.4547813"
Pho Xua,1768 Street Clair Avenue W,3.5,43.0,"43.6754247,-79.4547813"
Huong Viet,1750 Saint Clair Avenue W,4.5,14.0,"43.6754247,-79.4547813"
Love Chix,33 Powerhouse Street,3.5,46.0,"43.6754247,-79.4547813"
Kaito Sushi,1211 St Clair Ave W,4.0,31.0,"43.6754247,-79.4547813"
El Rancherito,1662 Street Clair Avenue W,3.5,17.0,"43.6754247,-79.4547813"
Samba Brazil Eatery,1646 St Clair Avenue W,4.0,8.0,"43.6754247,-79.4547813"
Nova Era Bakery,1480 St Clair Ave W,3.5,15.0,"43.6754247,-79.4547813"
El Sazón Mexicano,1284 St Clair Avenue W,4.5,9.0,"43.6754247,-79.4547813"
La Morena,1175A St Clair Avenue W,5.0,8.0,"43.6754247,-79.4547813"
Café Polonez,195 Roncesvalles Avenue,4.5,283.0,"43.6467433,-79.446895"
Barque Smokehouse,299 Roncesvalles Avenue,4.0,519.0,"43.6467433,-79.446895"
The Ace,231A Roncesvalles Avenue,4.0,194.0,"43.6467433,-79.446895"
Pizzeria Defina,321 Roncesvalles Ave,4.0,148.0,"43.6467433,-79.446895"
Tibet Kitchen,1544 Queen Street W,4.5,251.0,"43.6467433,-79.446895"
Le Baratin,1600 Dundas Street. W,4.5,128.0,"43.6467433,-79.446895"
Loga's Corner,216C Close Avenue,4.5,165.0,"43.6467433,-79.446895"
La Cubana,392 Roncesvalles Avenue,3.5,229.0,"43.6467433,-79.446895"
Himalayan Kitchen,1526 Queen Street W,4.5,142.0,"43.6467433,-79.446895"
Mother India,1456 Queen Street W,4.0,205.0,"43.6467433,-79.446895"
The Goods,279 Roncesvalles Ave,4.0,51.0,"43.6467433,-79.446895"
Islas Filipino BBQ and Bar,1690 Queen Street W,4.5,81.0,"43.6467433,-79.446895"
Aris Place,229 Roncesvalles Avenue,4.0,62.0,"43.6467433,-79.446895"
Shangrila Tibetan & Asian Cuisine,1600 Queen Street W,4.0,96.0,"43.6467433,-79.446895"
Garleek Kitchen,1500 Queen Street W,4.5,48.0,"43.6467433,-79.446895"
The Commoner,2067 Dundas Street W,4.0,59.0,"43.6467433,-79.446895"
Easy Breakfast,1645 Queen Street W,3.5,136.0,"43.6467433,-79.446895"
Cafe Pho Nho,2060 Dundas Street W,3.5,77.0,"43.6467433,-79.446895"
Norling,1512 Queen Street W,4.0,72.0,"43.6467433,-79.446895"
Ali's West Indian Roti Shop,1446 Queen Street W,4.0,91.0,"43.6467433,-79.446895"
Gusto 101,101 Portland Street,4.0,1100.0,"43.6409957,-79.40966630000001"
Wvrst,609 King Street W,4.0,827.0,"43.6409957,-79.40966630000001"
Mildred's Temple Kitchen,85 Hanna Avenue,4.0,993.0,"43.6409957,-79.40966630000001"
Lee Restaurant,601 King Street W,4.0,706.0,"43.6409957,-79.40966630000001"
Jacobs & Co. Steakhouse,12 Brant Street,4.5,603.0,"43.6409957,-79.40966630000001"
Beast Bodega,96 Tecumseth Street,4.0,413.0,"43.6409957,-79.40966630000001"
Wilbur Mexicana,552 King Street W,4.0,607.0,"43.6409957,-79.40966630000001"
Smoque N' Bones,869 Queen Street W,4.0,410.0,"43.6409957,-79.40966630000001"
Saku Sushi,478 Queen Street W,4.0,526.0,"43.6409957,-79.40966630000001"
Chubby's Jamaican Kitchen,104 Portland Street,4.0,308.0,"43.6409957,-79.40966630000001"
Oyster Boy,872 Queen Street W,4.0,205.0,"43.6409957,-79.40966630000001"
Buca,604 King Street W,4.0,452.0,"43.6409957,-79.40966630000001"
Edulis,169 Niagara Street,4.0,119.0,"43.6409957,-79.40966630000001"
Simit & Chai,787 King Street W,4.0,123.0,"43.6409957,-79.40966630000001"
Pho Tien Thanh,57 Ossington Avenue,4.0,440.0,"43.6409957,-79.40966630000001"
416 Snack Bar,181 Bathurst Street,4.0,339.0,"43.6409957,-79.40966630000001"
OEB Breakfast Co.,125 E Liberty Street,4.5,90.0,"43.6409957,-79.40966630000001"
Pizzeria Libretto,221 Ossington Avenue,4.0,565.0,"43.6409957,-79.40966630000001"
Sud Forno,716 Queen Street W,4.0,166.0,"43.6409957,-79.40966630000001"
Terroni,720 Queen Street W,3.5,410.0,"43.6409957,-79.40966630000001"
Lady Marmalade,265 Broadview Avenue,4.0,625.0,"43.6593483,-79.34993659999999"
White Lily Diner,678 Queen Street E,4.5,138.0,"43.6593483,-79.34993659999999"
Tabule Middle Eastern Cuisine,810 Queen Street  E,4.0,197.0,"43.6593483,-79.34993659999999"
Bonjour Brioche,812 Queen Street E,3.5,305.0,"43.6593483,-79.34993659999999"
The Comrade,758 Queen Street E,4.0,83.0,"43.6593483,-79.34993659999999"
Bach Yen,738 Gerrard Street E,4.0,210.0,"43.6593483,-79.34993659999999"
Souk Tabule,494 Front Street E,4.5,121.0,"43.6593483,-79.34993659999999"
El Catrin Destileria,18 Tank House Lane,3.5,1009.0,"43.6593483,-79.34993659999999"
Cluny Bistro & Boulangerie,35 Tank House Lane,3.5,638.0,"43.6593483,-79.34993659999999"
Que Ling Restaurant,248 Boulton Avenue,4.0,89.0,"43.6593483,-79.34993659999999"
La Carnita,780 Queen Street E,3.5,129.0,"43.6593483,-79.34993659999999"
Mi Mi Restaurant,688 Gerrard Street E,4.0,135.0,"43.6593483,-79.34993659999999"
Purple Penguin Cafe,889 Queen Street E,4.0,77.0,"43.6593483,-79.34993659999999"
Leslieville Pumps,913 Queen Street E,4.0,120.0,"43.6593483,-79.34993659999999"
Eastside Social,1008 Queen Street E,4.5,80.0,"43.6593483,-79.34993659999999"
Wynona,819 Gerrard Street E,4.5,57.0,"43.6593483,-79.34993659999999"
Batifole Restaurant,744 Gerrard Street E,4.0,80.0,"43.6593483,-79.34993659999999"
EAT BKK Thai Kitchen,898 Queen Street E,4.0,72.0,"43.6593483,-79.34993659999999"
Il Ponte Cucina Italiana,625 Queen Street E,3.5,62.0,"43.6593483,-79.34993659999999"
Barrio Cerveceria,884 Queen Street E,3.0,184.0,"43.6593483,-79.34993659999999"
Insomnia Restaurant & Lounge,563 Bloor Street W,4.0,1008.0,"43.67168,-79.421192"
Buk Chang Dong Soon Tofu,691 Bloor Street W,4.0,477.0,"43.67168,-79.421192"
Hodo Kwaja,656 Bloor Street W,4.5,240.0,"43.67168,-79.421192"
KINKA IZAKAYA ANNEX,559 Bloor St W,4.0,500.0,"43.67168,-79.421192"
Korean Village Restaurant,628 Bloor Street W,4.0,402.0,"43.67168,-79.421192"
Rustle & Still Café,605 Bloor Street W,4.5,150.0,"43.67168,-79.421192"
Snakes & Lattes Annex,600 Bloor Street W,4.0,355.0,"43.67168,-79.421192"
Tofu Village - House of Soon Tofu,681 Bloor Street W,4.0,202.0,"43.67168,-79.421192"
Chadwick's,268 Howland Avenue,4.0,217.0,"43.67168,-79.421192"
Yummy Korean Food Restaurant,620 Bloor Street W,4.0,270.0,"43.67168,-79.421192"
Banjara Indian Cuisine,796 Bloor Street W,3.5,444.0,"43.67168,-79.421192"
Tacos El Asador,689 Bloor Street W,4.0,323.0,"43.67168,-79.421192"
Fat Pasha,414 Dupont Street,4.0,208.0,"43.67168,-79.421192"
Mr.Tonkatsu,520 Bloor Street W,4.0,192.0,"43.67168,-79.421192"
Napoli Centrale,964 Bathurst Street,4.5,65.0,"43.67168,-79.421192"
Jin Dal Lae,647 Bloor Street W,4.5,110.0,"43.67168,-79.421192"
Kevin's Taiyaki,675 Bloor Street,4.5,78.0,"43.67168,-79.421192"
El Pocho Antojitos Bar,2 Follis Avenue,4.5,80.0,"43.67168,-79.421192"
Barrio Coreano,642 Bloor Street W,3.5,247.0,"43.67168,-79.421192"
Sunrise House,661 Bloor Street W,4.0,216.0,"43.67168,-79.421192"
Richmond Station,1 Richmond Street W,4.5,866.0,"43.652634,-79.374222"
Pearl Diver,100 Adelaide Street E,4.0,619.0,"43.652634,-79.374222"
Mystic Muffin,113 Jarvis Street,4.5,290.0,"43.652634,-79.374222"
KINKA IZAKAYA ORIGINAL,398 Church Street,4.0,1791.0,"43.652634,-79.374222"
George Restaurant,111 Queen Street E,4.5,292.0,"43.652634,-79.374222"
Blaze Pizza,10 Dundas St. East,4.5,581.0,"43.652634,-79.374222"
Hokkaido Ramen Santouka,91 Dundas Street E,4.0,883.0,"43.652634,-79.374222"
The Carbon Bar,99 Queen Street East,4.0,407.0,"43.652634,-79.374222"
Eggspectation,483 Bay Street,4.0,750.0,"43.652634,-79.374222"
Beerbistro,18 King Street E,4.0,679.0,"43.652634,-79.374222"
Canoe,66 Wellington Street  W,4.0,734.0,"43.652634,-79.374222"
Sansotei Ramen,179 Dundas Street W,4.0,932.0,"43.652634,-79.374222"
Katsuya,66 Gerrard Street E,4.5,477.0,"43.652634,-79.374222"
Terroni,57A Adelaide Street E,3.5,771.0,"43.652634,-79.374222"
The Senator,249 Victoria Street,4.0,489.0,"43.652634,-79.374222"
Gyu-Kaku Japanese BBQ,81 Church Street,4.0,202.0,"43.652634,-79.374222"
The Poke Box,36 Toronto Street,4.5,176.0,"43.652634,-79.374222"
GB Hand-pulled Noodles,66 Edward Street,4.0,571.0,"43.652634,-79.374222"
Sap,401 Bay Street,3.5,550.0,"43.652634,-79.374222"
Carisma,15 Toronto Street,4.0,194.0,"43.652634,-79.374222"
Seven Lives Tacos y Mariscos,72 Kensington Avenue,4.5,1457.0,"43.6519501,-79.4060978"
Ramen Isshin,421 College Street,4.5,794.0,"43.6519501,-79.4060978"
Banh Mi Boys,392 Queen Street W,4.5,1236.0,"43.6519501,-79.4060978"
Juicy Dumpling,280 Spadina Ave,4.5,592.0,"43.6519501,-79.4060978"
Fresco's Fish & Chips,201 Augusta Avenue,4.5,382.0,"43.6519501,-79.4060978"
Nom Nom Nom Poutine,707 Dundas Street W,4.5,137.0,"43.6519501,-79.4060978"
Saku Sushi,478 Queen Street W,4.0,526.0,"43.6519501,-79.4060978"
Gusto 101,101 Portland Street,4.0,1100.0,"43.6519501,-79.4060978"
Jacobs & Co. Steakhouse,12 Brant Street,4.5,603.0,"43.6519501,-79.4060978"
Rasta Pasta,61 Kensington Avenue,4.0,364.0,"43.6519501,-79.4060978"
Alo Restaurant,163 Spadina Avenue,4.5,326.0,"43.6519501,-79.4060978"
Wvrst,609 King Street W,4.0,827.0,"43.6519501,-79.4060978"
DaiLo,503 College Street,4.0,313.0,"43.6519501,-79.4060978"
Millie Creperie,161 Baldwin Street,4.0,367.0,"43.6519501,-79.4060978"
Lee Restaurant,601 King Street W,4.0,706.0,"43.6519501,-79.4060978"
Egg Bae,189 Augusta Avenue,4.0,206.0,"43.6519501,-79.4060978"
Patois Toronto,794 Dundas Street W,3.5,331.0,"43.6519501,-79.4060978"
Pow Wow Cafe,213 Augusta Avenue,4.5,142.0,"43.6519501,-79.4060978"
Saigon Lotus,6 St Andrew Street,4.5,207.0,"43.6519501,-79.4060978"
Bar Raval,505 College Street,4.0,315.0,"43.6519501,-79.4060978"
The House On Parliament,454 Parliament Street,4.0,316.0,"43.6613642,-79.3641171"
Zakkushi On Carlton,193 Carlton Street,4.0,324.0,"43.6613642,-79.3641171"
Mystic Muffin,113 Jarvis Street,4.5,290.0,"43.6613642,-79.3641171"
El Nahual Tacos,556 parliament st,4.5,147.0,"43.6613642,-79.3641171"
Mengrai Thai,82 Ontario Street,4.0,298.0,"43.6613642,-79.3641171"
George Restaurant,111 Queen Street E,4.5,292.0,"43.6613642,-79.3641171"
The Carbon Bar,99 Queen Street East,4.0,407.0,"43.6613642,-79.3641171"
Saigon PAI,446 Parliament Street,4.5,51.0,"43.6613642,-79.3641171"
Maya Bay Thai,252 Carlton Street,4.5,46.0,"43.6613642,-79.3641171"
Souk Tabule,494 Front Street E,4.5,121.0,"43.6613642,-79.3641171"
J San Sushi Bar,186 Jarvis Street,4.5,76.0,"43.6613642,-79.3641171"
Salt and Tobacco,521 Parliament Street,4.0,61.0,"43.6613642,-79.3641171"
Gyukatsu Kyoto Katsugyu,134 Dundas Street E,4.0,143.0,"43.6613642,-79.3641171"
Figs Breakfast & Lunch,344 Queen Street E,3.5,143.0,"43.6613642,-79.3641171"
Kibo Sushi House,533 Parliament Street,4.0,70.0,"43.6613642,-79.3641171"
Fusaro's,294 Richmond Street East,4.0,91.0,"43.6613642,-79.3641171"
Chew Chew's Diner,186 Carlton Street,4.0,106.0,"43.6613642,-79.3641171"
Page One,106 Mutual Street,4.0,88.0,"43.6613642,-79.3641171"
Butter Chicken Factory,556 Parliament Street,3.5,152.0,"43.6613642,-79.3641171"
F'Amelia,12 Amelia Street,3.5,128.0,"43.6613642,-79.3641171"
Sala Modern Thai Kitchen & Bar,1262 Danforth Avenue,4.5,187.0,"43.6808774,-79.3304491"
The Wren,1382 Danforth Avenue,4.0,215.0,"43.6808774,-79.3304491"
Rendez-Vous,1408 Danforth Avenue,4.0,113.0,"43.6808774,-79.3304491"
Lalibela Ethiopian Restaurant,1202 Danforth Avenue,4.0,103.0,"43.6808774,-79.3304491"
Morgan's On the Danforth,1282 Danforth Avenue,4.0,98.0,"43.6808774,-79.3304491"
Pomarosa Coffee Shop & Kitchen,1504 Danforth Avenue,4.5,46.0,"43.6808774,-79.3304491"
Sakawa Coffee & Japanese Restaurant,867 Danforth Ave,4.0,115.0,"43.6808774,-79.3304491"
Square Boy,875 Danforth Avenue,4.0,198.0,"43.6808774,-79.3304491"
Danforth Pizza House,920 Danforth Avenue,4.0,141.0,"43.6808774,-79.3304491"
Ha Gow Dim Sum House,988 Danforth Avenue,4.0,116.0,"43.6808774,-79.3304491"
Patisserie La Cigogne,1419 Danforth Avenue,3.5,99.0,"43.6808774,-79.3304491"
Mr Pide,800 Danforth Avenue,4.5,82.0,"43.6808774,-79.3304491"
Yanagi Sushi,1524 Danforth Avenue,4.0,74.0,"43.6808774,-79.3304491"
Lucy Ethiopian Restaurant,1690 Danforth Avenue,4.5,71.0,"43.6808774,-79.3304491"
Cumin Kitchen - Fine Indian Cuisine,1820 Danforth Avenue,4.5,68.0,"43.6808774,-79.3304491"
Local 1794,1794 Danforth Avenue,4.0,117.0,"43.6808774,-79.3304491"
Lake Inez,1471 Gerrard Street E,4.5,92.0,"43.6808774,-79.3304491"
Wazema Ethiopian Restaurant,1360 Danforth Ave,4.5,26.0,"43.6808774,-79.3304491"
Udupi Palace,1460 Gerrard Street E,3.5,206.0,"43.6808774,-79.3304491"
Lazy Daisy's Cafe,1515 Gerrard Street E,4.0,149.0,"43.6808774,-79.3304491"
Descendant Detroit Style Pizza,1168 Queen Street E,4.5,418.0,"43.6623658,-79.3413344"
Lady Marmalade,265 Broadview Avenue,4.0,625.0,"43.6623658,-79.3413344"
Completo,5 Coady Avenue,4.5,167.0,"43.6623658,-79.3413344"
Tabule Middle Eastern Cuisine,810 Queen Street  E,4.0,197.0,"43.6623658,-79.3413344"
Bach Yen,738 Gerrard Street E,4.0,210.0,"43.6623658,-79.3413344"
Bonjour Brioche,812 Queen Street E,3.5,305.0,"43.6623658,-79.3413344"
Eastside Social,1008 Queen Street E,4.5,80.0,"43.6623658,-79.3413344"
White Lily Diner,678 Queen Street E,4.5,138.0,"43.6623658,-79.3413344"
Ascari,1111 Queen Street E,4.0,129.0,"43.6623658,-79.3413344"
Gio Rana's Really Really Nice Restaurant,1220 Queen Street East,4.0,228.0,"43.6623658,-79.3413344"
Leslieville Pumps,913 Queen Street E,4.0,120.0,"43.6623658,-79.3413344"
Purple Penguin Cafe,889 Queen Street E,4.0,77.0,"43.6623658,-79.3413344"
Pizza-Pide,949 Gerrard Street E,4.0,95.0,"43.6623658,-79.3413344"
Que Ling Restaurant,248 Boulton Avenue,4.0,89.0,"43.6623658,-79.3413344"
Wynona,819 Gerrard Street E,4.5,57.0,"43.6623658,-79.3413344"
The Comrade,758 Queen Street E,4.0,83.0,"43.6623658,-79.3413344"
Mi Mi Restaurant,688 Gerrard Street E,4.0,135.0,"43.6623658,-79.3413344"
CrowdedHouse,1161 Queen Street E,4.5,61.0,"43.6623658,-79.3413344"
Reliable Fish & Chips,954 Queen Street E,4.0,64.0,"43.6623658,-79.3413344"
EAT BKK Thai Kitchen,898 Queen Street E,4.0,72.0,"43.6623658,-79.3413344"
Maha's,226 Greenwood Avenue,4.0,572.0,"43.6791345,-79.3263159"
Sala Modern Thai Kitchen & Bar,1262 Danforth Avenue,4.5,187.0,"43.6791345,-79.3263159"
The Wren,1382 Danforth Avenue,4.0,215.0,"43.6791345,-79.3263159"
Rendez-Vous,1408 Danforth Avenue,4.0,113.0,"43.6791345,-79.3263159"
Pomarosa Coffee Shop & Kitchen,1504 Danforth Avenue,4.5,46.0,"43.6791345,-79.3263159"
Lahore Tikka House,1365 Gerrard Street E,3.5,542.0,"43.6791345,-79.3263159"
Lalibela Ethiopian Restaurant,1202 Danforth Avenue,4.0,103.0,"43.6791345,-79.3263159"
Lake Inez,1471 Gerrard Street E,4.5,92.0,"43.6791345,-79.3263159"
Lucy Ethiopian Restaurant,1690 Danforth Avenue,4.5,71.0,"43.6791345,-79.3263159"
Morgan's On the Danforth,1282 Danforth Avenue,4.0,98.0,"43.6791345,-79.3263159"
Yanagi Sushi,1524 Danforth Avenue,4.0,74.0,"43.6791345,-79.3263159"
Patisserie La Cigogne,1419 Danforth Avenue,3.5,99.0,"43.6791345,-79.3263159"
Cumin Kitchen - Fine Indian Cuisine,1820 Danforth Avenue,4.5,68.0,"43.6791345,-79.3263159"
Local 1794,1794 Danforth Avenue,4.0,117.0,"43.6791345,-79.3263159"
Udupi Palace,1460 Gerrard Street E,3.5,206.0,"43.6791345,-79.3263159"
Lazy Daisy's Cafe,1515 Gerrard Street E,4.0,149.0,"43.6791345,-79.3263159"
Ha Gow Dim Sum House,988 Danforth Avenue,4.0,116.0,"43.6791345,-79.3263159"
Bodega Henriette,1801 Gerrard Street E,4.0,70.0,"43.6791345,-79.3263159"
Tea N Bannock,1294 Gerrard Street E,4.5,44.0,"43.6791345,-79.3263159"
Regency Restaurant,1423 Gerrard Street E,4.0,77.0,"43.6791345,-79.3263159"
Richmond Station,1 Richmond Street W,4.5,866.0,"43.6478206,-79.3704721"
Pearl Diver,100 Adelaide Street E,4.0,619.0,"43.6478206,-79.3704721"
Miku,105-10 Bay Street,4.0,878.0,"43.6478206,-79.3704721"
Mystic Muffin,113 Jarvis Street,4.5,290.0,"43.6478206,-79.3704721"
Beerbistro,18 King Street E,4.0,679.0,"43.6478206,-79.3704721"
Cluck Clucks,222 The Esplanade,4.5,285.0,"43.6478206,-79.3704721"
Canoe,66 Wellington Street  W,4.0,734.0,"43.6478206,-79.3704721"
George Restaurant,111 Queen Street E,4.5,292.0,"43.6478206,-79.3704721"
Blaze Pizza,10 Dundas St. East,4.5,581.0,"43.6478206,-79.3704721"
Sukho Thai,52 Wellington Street E,3.5,545.0,"43.6478206,-79.3704721"
Eggspectation,483 Bay Street,4.0,750.0,"43.6478206,-79.3704721"
Hokkaido Ramen Santouka,91 Dundas Street E,4.0,883.0,"43.6478206,-79.3704721"
C'est What,67 Front Street E,3.5,346.0,"43.6478206,-79.3704721"
Buster's Sea Cove,93 Front Street E,3.5,336.0,"43.6478206,-79.3704721"
The Carbon Bar,99 Queen Street East,4.0,407.0,"43.6478206,-79.3704721"
Terroni,57A Adelaide Street E,3.5,771.0,"43.6478206,-79.3704721"
The Poke Box,36 Toronto Street,4.5,176.0,"43.6478206,-79.3704721"
Carousel Bakery,St. Lawrence Market,3.5,230.0,"43.6478206,-79.3704721"
Le Petit Déjeuner,191 King Street E,3.5,378.0,"43.6478206,-79.3704721"
Hothouse,35 Church Street,3.5,395.0,"43.6478206,-79.3704721"
Wvrst,609 King Street W,4.0,827.0,"43.635495,-79.40352209999999"
Lee Restaurant,601 King Street W,4.0,706.0,"43.635495,-79.40352209999999"
Beast Bodega,96 Tecumseth Street,4.0,413.0,"43.635495,-79.40352209999999"
Mira,420A Wellington Street W,4.5,256.0,"43.635495,-79.40352209999999"
Le Sélect Bistro,432 Wellington Street W,4.0,452.0,"43.635495,-79.40352209999999"
Buca,604 King Street W,4.0,452.0,"43.635495,-79.40352209999999"
Sansotei Ramen,115 Fort York Boulevard,4.0,93.0,"43.635495,-79.40352209999999"
Edulis,169 Niagara Street,4.0,119.0,"43.635495,-79.40352209999999"
Simit & Chai,787 King Street W,4.0,123.0,"43.635495,-79.40352209999999"
Oretta,633 King Street W,3.5,333.0,"43.635495,-79.40352209999999"
Porchetta & Co,545 King Street W,4.0,194.0,"43.635495,-79.40352209999999"
'ONO Poké Bar,100 Western Battery Road,4.0,110.0,"43.635495,-79.40352209999999"
Hunters Landing,82 Fort York Blvd,3.5,232.0,"43.635495,-79.40352209999999"
Pizzeria Libretto,545 King Street W,4.0,117.0,"43.635495,-79.40352209999999"
Tut's Egyptian Street Food,567 King Street West,4.0,78.0,"43.635495,-79.40352209999999"
Roywoods,121 Fort York Boulevard,3.5,103.0,"43.635495,-79.40352209999999"
Big Smoke Burger,573 King Street W,3.5,161.0,"43.635495,-79.40352209999999"
UFO Restaurant,241 Niagara St,4.0,57.0,"43.635495,-79.40352209999999"
The Morning After,88 Fort York Boulevard,3.5,78.0,"43.635495,-79.40352209999999"
Hibachi Teppanyaki & Bar,550 Wellington Street W,3.5,111.0,"43.635495,-79.40352209999999"
Budapest Restaurant,2183 Danforth Ave,4.0,81.0,"43.6868681,-79.3110942"
Gyoko Sushi & Bar,2143 Danforth Avenue,4.5,32.0,"43.6868681,-79.3110942"
Beach Hill Smokehouse,172 Main Street S,4.5,140.0,"43.6868681,-79.3110942"
Cumin Kitchen - Fine Indian Cuisine,1820 Danforth Avenue,4.5,68.0,"43.6868681,-79.3110942"
Local 1794,1794 Danforth Avenue,4.0,117.0,"43.6868681,-79.3110942"
Cafe Cocoro,1989 Danforth Avenue,4.5,33.0,"43.6868681,-79.3110942"
Lucy Ethiopian Restaurant,1690 Danforth Avenue,4.5,71.0,"43.6868681,-79.3110942"
Thai Room,2063 Danforth Avenue,3.5,77.0,"43.6868681,-79.3110942"
Bodega Henriette,1801 Gerrard Street E,4.0,70.0,"43.6868681,-79.3110942"
Brick Farm Breakfast,2116 Danforth Avenue,4.0,24.0,"43.6868681,-79.3110942"
Len Duckworth Fish & Chips,2638 Danforth Avenue,4.0,81.0,"43.6868681,-79.3110942"
Grillies,2632 Danforth avenue,4.0,82.0,"43.6868681,-79.3110942"
Sandy's Restaurant,2093 Danforth Avenue,4.0,29.0,"43.6868681,-79.3110942"
Hirut,2050 Danforth Ave,4.5,19.0,"43.6868681,-79.3110942"
Oak Park Deli,213 Oak Park Avenue,4.5,24.0,"43.6868681,-79.3110942"
Our Spot,1779b Danforth Ave,4.5,11.0,"43.6868681,-79.3110942"
The Groove Bar & Grill,1952 Danforth Avenue,4.0,18.0,"43.6868681,-79.3110942"
Hot Pot Cafe,2134 Danforth Avenue,5.0,5.0,"43.6868681,-79.3110942"
Firkin On Danforth,2057B Danforth Avenue E,3.0,37.0,"43.6868681,-79.3110942"
Attosushi,2231 Danforth Avenue,4.0,8.0,"43.6868681,-79.3110942"
Emma's Country Kitchen,810 Saint Clair Avenue W,4.0,439.0,"43.678177,-79.435364"
Khmer Thai Restaurant,1018 St Clair Avenue W,4.0,138.0,"43.678177,-79.435364"
Pukka,778 St. Clair Avenue W,4.0,177.0,"43.678177,-79.435364"
Lamesa Filipino Kitchen,634 St Clair Avenue W,4.0,366.0,"43.678177,-79.435364"
Itacate,998 St. Clair Avenue W,4.5,56.0,"43.678177,-79.435364"
Barista & Chef,1006 Saint Clair Avenue W,4.5,53.0,"43.678177,-79.435364"
CANO Restaurant,1108 St Clair Avenue W,4.5,64.0,"43.678177,-79.435364"
Famiglia Baldassarre,122 Geary Avenue,4.5,67.0,"43.678177,-79.435364"
Lox + Schmear,1030 St Clair W,4.5,40.0,"43.678177,-79.435364"
Pho Lang Van,958 Saint Clair Avenue W,4.0,56.0,"43.678177,-79.435364"
Nodo Restaurant,794 Saint Clair Avenue W,4.5,58.0,"43.678177,-79.435364"
FK,770 St Clair Avenue W,4.5,48.0,"43.678177,-79.435364"
Good Behaviour,342 Westmoreland Avenue N,4.5,45.0,"43.678177,-79.435364"
DeSotos Eatery,1079 St Clair Avenue West,4.0,82.0,"43.678177,-79.435364"
Savera Indian Cuisine,815 Saint Clair Avenue W,4.0,59.0,"43.678177,-79.435364"
Tenoch Restaurant,933 Saint Clair Avenue W,3.5,66.0,"43.678177,-79.435364"
Ferro Bar & Cafe,769 Saint Clair Avenue W,3.5,119.0,"43.678177,-79.435364"
Marcello’s pizzeria,1163 Saint Clair Avenue W,4.0,97.0,"43.678177,-79.435364"
King's Tacos,1190 St Clair Avenue W,4.0,79.0,"43.678177,-79.435364"
Baker and Scone,693 St. Clair W,4.0,83.0,"43.678177,-79.435364"
Tabule Restaurant,2009 Yonge Street,4.0,283.0,"43.6962302,-79.39504339999999"
Flaming Stove,21 Davisville Avenue,4.5,65.0,"43.6962302,-79.39504339999999"
Zezafoun Syrian Cuisine,4 Manor Road E,4.5,112.0,"43.6962302,-79.39504339999999"
Little Sister,2031 Yonge Street,3.5,217.0,"43.6962302,-79.39504339999999"
