name,address,yelp_rating,yelp_total_ratings,yelp_num_res,coordinates
Beerbistro,18 King Street E,4.0,679.0,50.0,"43.640978,-79.376785"
Harbour 60,60 Harbour Street,3.5,278.0,50.0,"43.640978,-79.376785"
Cafe Landwer - Adelaide & University,165 University Avenue,4.0,481.0,50.0,"43.640978,-79.376785"
Real Sports,15 York Street,3.5,506.0,50.0,"43.640978,-79.376785"
Evviva Breakfast & Lunch,25 Lower Simcoe,4.0,349.0,50.0,"43.640978,-79.376785"
Pearl Harbourfront Chinese Cuisine,207 Queens Quay W,3.5,286.0,50.0,"43.640978,-79.376785"
JaBistro,222 Richmond Street W,4.0,580.0,50.0,"43.640978,-79.376785"
Cactus Club Cafe,77 Adelaide Street W,4.0,579.0,50.0,"43.640978,-79.376785"
BeaverTails,145 Queen's Quay W,4.0,85.0,50.0,"43.640978,-79.376785"
King Taps,100 King Street W,4.0,384.0,50.0,"43.640978,-79.376785"
Sukho Thai,52 Wellington Street E,3.5,545.0,50.0,"43.640978,-79.376785"
Alexandros,5 Queens Quay W,3.5,143.0,50.0,"43.640978,-79.376785"
The Keg Steakhouse + Bar - York Street,165 York Street,4.0,298.0,50.0,"43.640978,-79.376785"
Indian Roti House,256 Queens Quay W,4.0,223.0,50.0,"43.640978,-79.376785"
The Loose Moose,146 Front Street West,3.5,445.0,50.0,"43.640978,-79.376785"
Yuzu No Hana,236 Adelaide Street W,4.0,570.0,50.0,"43.640978,-79.376785"
Cluck Clucks,222 The Esplanade,4.5,285.0,50.0,"43.640978,-79.376785"
Earls Kitchen + Bar,150 King Street West,3.5,482.0,50.0,"43.640978,-79.376785"
Taverna Mercatto,120 Bremner Boulevard,3.5,223.0,50.0,"43.640978,-79.376785"
The Keg Steakhouse + Bar - Esplanade,26 The Esplanade,4.0,144.0,50.0,"43.640978,-79.376785"
C'est What,67 Front Street E,3.5,346.0,50.0,"43.640978,-79.376785"
Burrito Boyz,224 Adelaide Street W,4.0,459.0,50.0,"43.640978,-79.376785"
Library Bar,100 Front Street W,4.0,120.0,50.0,"43.640978,-79.376785"
Don Alfonso 1890,1 Harbour Square,4.5,30.0,50.0,"43.640978,-79.376785"
Hothouse,35 Church Street,3.5,395.0,50.0,"43.640978,-79.376785"
SOCO Kitchen + Bar,75 Lower Simcoe Street,3.5,231.0,50.0,"43.640978,-79.376785"
Pizzeria Libretto,155 University Avenue,3.5,324.0,50.0,"43.640978,-79.376785"
Mos Mos,25 King Street W,4.0,107.0,50.0,"43.640978,-79.376785"
KINKA IZAKAYA HARBOURFRONT,110 Harbour Street,4.0,68.0,50.0,"43.640978,-79.376785"
The Old Spaghetti Factory,54 The Esplanade,3.5,426.0,50.0,"43.640978,-79.376785"
Chotto Matte,161 Bay Street,3.5,151.0,50.0,"43.640978,-79.376785"
Biff's Bistro,4 Front Street  E,3.5,223.0,50.0,"43.640978,-79.376785"
Ki Modern Japanese + Bar,181 Bay Street,3.5,238.0,50.0,"43.640978,-79.376785"
Bymark,66 Wellington Street W,3.5,195.0,50.0,"43.640978,-79.376785"
TOCA,181 Wellington Street W,4.0,163.0,50.0,"43.640978,-79.376785"
Buster's Sea Cove,93 Front Street E,3.5,336.0,50.0,"43.640978,-79.376785"
Scaddabush Italian Kitchen & Bar,200 Front Street West,3.5,268.0,50.0,"43.640978,-79.376785"
The Shore Club - Toronto,155 Wellington Street W,4.0,197.0,50.0,"43.640978,-79.376785"
Carousel Bakery,St. Lawrence Market,3.5,230.0,50.0,"43.640978,-79.376785"
Bindia Indian Bistro,16 Market Street,4.0,201.0,50.0,"43.640978,-79.376785"
E11even,15 York Street,3.5,171.0,50.0,"43.640978,-79.376785"
Lee Chen Asian Bistro - King,214 King Street W,4.0,195.0,50.0,"43.640978,-79.376785"
Oyshi Sushi,12 Queens Quay W,3.5,90.0,50.0,"43.640978,-79.376785"
Fresh On Front,47 Front Street E,4.0,95.0,50.0,"43.640978,-79.376785"
Jump Restaurant,18 Wellington Street W,3.5,208.0,50.0,"43.640978,-79.376785"
Mildred's Temple Kitchen,85 Hanna Avenue,4.0,993.0,50.0,"43.63840090000001,-79.4197107"
LOCAL Public Eatery - Liberty Village,171 E Liberty Street,4.0,303.0,50.0,"43.63840090000001,-79.4197107"
School Restaurant,70 Fraser Avenue,3.5,630.0,50.0,"43.63840090000001,-79.4197107"
Levetto,68 Sudbury Street,4.0,246.0,50.0,"43.63840090000001,-79.4197107"
OEB Breakfast Co.,125 E Liberty Street,4.5,90.0,50.0,"43.63840090000001,-79.4197107"
Pho Tien Thanh,57 Ossington Avenue,4.0,440.0,50.0,"43.63840090000001,-79.4197107"
Chiang Mai,171 E Liberty St,4.5,52.0,50.0,"43.63840090000001,-79.4197107"
Bellwoods Brewery,124-126 Ossington Avenue,4.0,350.0,50.0,"43.63840090000001,-79.4197107"
'ONO Poké Bar,100 Western Battery Road,4.0,110.0,50.0,"43.63840090000001,-79.4197107"
Union,72A Ossington Avenue,4.0,238.0,50.0,"43.63840090000001,-79.4197107"
Burger Drops,116 Atlantic Ave,4.5,62.0,50.0,"43.63840090000001,-79.4197107"
La Cubana,92 Ossington Avenue,4.0,225.0,50.0,"43.63840090000001,-79.4197107"
The Craft Brasserie & Grille,107 Atlantic Avenue,3.5,172.0,50.0,"43.63840090000001,-79.4197107"
Oddseoul,90 Ossington Avenue,4.0,326.0,50.0,"43.63840090000001,-79.4197107"
Oyster Boy,872 Queen Street W,4.0,205.0,50.0,"43.63840090000001,-79.4197107"
Frankie's,994 Queen Street W,4.0,189.0,50.0,"43.63840090000001,-79.4197107"
The Good Son,1096 Queen Street W,4.0,211.0,50.0,"43.63840090000001,-79.4197107"
Chen Chen’s Nashville Hot Chicken,1184 Queen Street W,4.5,59.0,50.0,"43.63840090000001,-79.4197107"
Medieval Times Toronto,10 Dufferin Street,4.0,202.0,50.0,"43.63840090000001,-79.4197107"
Mamakas Taverna,80 Ossington Avenue,4.0,224.0,50.0,"43.63840090000001,-79.4197107"
Smoque N' Bones,869 Queen Street W,4.0,410.0,50.0,"43.63840090000001,-79.4197107"
Soos,94 Ossington Avenue,4.0,171.0,50.0,"43.63840090000001,-79.4197107"
Bar Fancy,1070 Queen Street W,4.0,133.0,50.0,"43.63840090000001,-79.4197107"
Guu Izakaya Toronto,1314 Queen Street W,4.0,152.0,50.0,"43.63840090000001,-79.4197107"
Caffino Ristorante,1185 King Street W,4.0,101.0,50.0,"43.63840090000001,-79.4197107"
Lao Thai Restaurant,4 Gladstone Avenue,4.5,85.0,50.0,"43.63840090000001,-79.4197107"
Ravi Soups,1128 Queen Street W,4.0,79.0,50.0,"43.63840090000001,-79.4197107"
Té,70 Ossington Avenue,4.0,121.0,50.0,"43.63840090000001,-79.4197107"
KoJa Restaurant,120 Atlantic Avenue,3.5,87.0,50.0,"43.63840090000001,-79.4197107"
Venezia Bakery,114 Ossington Avenue,4.0,94.0,50.0,"43.63840090000001,-79.4197107"
Jules Bistro,924 Queen Street West,4.0,74.0,50.0,"43.63840090000001,-79.4197107"
Fresh on Crawford,894 Queen Street W,3.5,189.0,50.0,"43.63840090000001,-79.4197107"
Terroni,720 Queen Street W,3.5,410.0,50.0,"43.63840090000001,-79.4197107"
Sud Forno,716 Queen Street W,4.0,166.0,50.0,"43.63840090000001,-79.4197107"
Hello 123,1122 Queen Street W,4.0,113.0,50.0,"43.63840090000001,-79.4197107"
Nunu Ethiopian Fusion,1178 Queen Street W,4.0,91.0,50.0,"43.63840090000001,-79.4197107"
Le Swan,892 Queen St W,4.5,51.0,50.0,"43.63840090000001,-79.4197107"
Merci Mon Ami,171 E Liberty St,4.0,34.0,50.0,"43.63840090000001,-79.4197107"
Pho Rua Vang Golden Turtle,125 Ossington Avenue,3.0,333.0,50.0,"43.63840090000001,-79.4197107"
Indian Grill,108 Ossington Avenue,4.0,86.0,50.0,"43.63840090000001,-79.4197107"
Cafe Neon,1024 Queen Street W,4.0,66.0,50.0,"43.63840090000001,-79.4197107"
Brazen Head Irish Pub,165 E Liberty Street,2.5,185.0,50.0,"43.63840090000001,-79.4197107"
Pizzeria Badiali,181 Dovercourt Road,4.0,58.0,50.0,"43.63840090000001,-79.4197107"
Drake's Corner Café + Bistro,1150 Queen Street W,3.5,106.0,50.0,"43.63840090000001,-79.4197107"
Bar Poet,1090 Queen Street W,3.5,83.0,50.0,"43.63840090000001,-79.4197107"
Injapan,124 Atlantic Avenue,3.5,57.0,50.0,"43.63840090000001,-79.4197107"
King Slice,1130 Queen Street W,3.5,92.0,50.0,"43.63840090000001,-79.4197107"
My Roti Place,901 King Street West,4.5,34.0,50.0,"43.63840090000001,-79.4197107"
King Rustic,905 King Street W,4.0,64.0,50.0,"43.63840090000001,-79.4197107"
Boehmer,93 Ossington Avenue,3.5,144.0,50.0,"43.63840090000001,-79.4197107"
Bamiyan Kabob,62 Overlea Boulevard,4.0,153.0,28.0,"43.7027268,-79.33368089999999"
Knuckle Sandwich,969 Coxwell Avenue,4.0,116.0,28.0,"43.7027268,-79.33368089999999"
Little Coxwell Vietnamese And Thai Cuisine,986 Coxwell Avenue,4.0,142.0,28.0,"43.7027268,-79.33368089999999"
Ballissimo Loukoumades Bar,1027 Coxwell Ave,5.0,15.0,28.0,"43.7027268,-79.33368089999999"
Afghan Cuisine,66 Overlea Boulevard,4.0,55.0,28.0,"43.7027268,-79.33368089999999"
Sushi Bay,1028 Coxwell Avenue,4.0,40.0,28.0,"43.7027268,-79.33368089999999"
The Donlands Diner,417 Donlands Avenue,3.5,44.0,28.0,"43.7027268,-79.33368089999999"
Eggsmart,312 O'Connor Drive,3.0,23.0,28.0,"43.7027268,-79.33368089999999"
Capital Sweet And Samosa,62 Overlea Blvd,3.0,16.0,28.0,"43.7027268,-79.33368089999999"
Butter Chicken Roti,1041 Coxwell Avenue,4.5,4.0,28.0,"43.7027268,-79.33368089999999"
The Wally Tap & Grill,302 O'connor Drive,2.5,27.0,28.0,"43.7027268,-79.33368089999999"
Lazeez Shawarma,16-62 Overlea Boulevard,3.5,10.0,28.0,"43.7027268,-79.33368089999999"
Eden Chinese Food,1025 Coxwell Ave,2.0,26.0,28.0,"43.7027268,-79.33368089999999"
Hakka Palace,62 Overlea Boulevard,3.5,8.0,28.0,"43.7027268,-79.33368089999999"
Free Topping Pizza,1015 Coxwell Ave,3.0,11.0,28.0,"43.7027268,-79.33368089999999"
Watan Pizza and Grill,62 Overlea Boulevard,2.5,14.0,28.0,"43.7027268,-79.33368089999999"
East York Deli,903 Coxwell Ave,5.0,2.0,28.0,"43.7027268,-79.33368089999999"
Popeyes Louisiana Kitchen,62 Overlea Blvd,2.0,20.0,28.0,"43.7027268,-79.33368089999999"
Mr Sub,1068 Coxwell Avenue,3.0,4.0,28.0,"43.7027268,-79.33368089999999"
Barrio Fiesta - The Original,45 Overlea Boulevard,2.5,8.0,28.0,"43.7027268,-79.33368089999999"
Mandi Afandi,64 Overlea Boulevard,4.0,2.0,28.0,"43.7027268,-79.33368089999999"
Galito's Flame Grilled Chicken,3-45 Overlea Boulevard,5.0,1.0,28.0,"43.7027268,-79.33368089999999"
Ako Sushi & Tea / Onezo Tapioca,973 Coxwell Avenue,4.0,1.0,28.0,"43.7027268,-79.33368089999999"
Pizza Hut,985 Coxwell Avenue,2.0,3.0,28.0,"43.7027268,-79.33368089999999"
Pizza Pizza,45 Overlea Boulevard,2.5,6.0,28.0,"43.7027268,-79.33368089999999"
A&W,45 Overlea Boulevard,2.0,3.0,28.0,"43.7027268,-79.33368089999999"
Talk of the Town Restaurant & Bar,429 Donlands Ave,2.0,1.0,28.0,"43.7027268,-79.33368089999999"
Skara Greek Cuisine,1050 Coxwell Avenue,1.5,3.0,28.0,"43.7027268,-79.33368089999999"
Rise & Dine Eatery,2714 St. Clair Avenue E,4.5,65.0,20.0,"43.70567,-79.310554"
Jawny Bakers Restaurant,804 O'Connor Drive,3.5,73.0,20.0,"43.70567,-79.310554"
Nostalgia Coffee Company,855 O'Connor Drive,4.0,23.0,20.0,"43.70567,-79.310554"
Mexico Lindo,971 O'Connor Drive,4.0,29.0,20.0,"43.70567,-79.310554"
Slayer Burger,1400 O'Connor Drive,4.5,16.0,20.0,"43.70567,-79.310554"
Momo Zone,979 O'Connor Drive,5.0,4.0,20.0,"43.70567,-79.310554"
Swiss Chalet Rotisserie & Grill,1400 O'Connor Dr,3.5,11.0,20.0,"43.70567,-79.310554"
Papa Johns Pizza,1400 O'Connor Drive,4.0,9.0,20.0,"43.70567,-79.310554"
4C Broast Chicken,1092 O'Connor Drive,3.5,8.0,20.0,"43.70567,-79.310554"
The Black Bear Pub,1125 O'Connor Drive,4.0,6.0,20.0,"43.70567,-79.310554"
Plaxton Coffee,2889 St Clair Ave E,4.5,4.0,20.0,"43.70567,-79.310554"
Sushi Real Fruit,1500 O'Connor Dr,4.0,4.0,20.0,"43.70567,-79.310554"
Truly India,979 O'Connor Drive,2.5,6.0,20.0,"43.70567,-79.310554"
977 Cafe,977 O'Connor,2.5,6.0,20.0,"43.70567,-79.310554"
Harvey's,1100 O'Connor Drive,2.0,10.0,20.0,"43.70567,-79.310554"
Thai One On,2889 St Clair Avenue E,5.0,1.0,20.0,"43.70567,-79.310554"
Tim Hortons,1500 O'connor Drive,4.0,2.0,20.0,"43.70567,-79.310554"
Pizza Pizza,796 O'Connor Drive,2.0,3.0,20.0,"43.70567,-79.310554"
Pimentón,19 Curity Avenue,3.0,1.0,20.0,"43.70567,-79.310554"
Zabardast,2881 St Clair Avenue E,1.0,1.0,20.0,"43.70567,-79.310554"
Mildred's Temple Kitchen,85 Hanna Avenue,4.0,993.0,50.0,"43.635,-79.4088888888889"
OEB Breakfast Co.,125 E Liberty Street,4.5,90.0,50.0,"43.635,-79.4088888888889"
LOCAL Public Eatery - Liberty Village,171 E Liberty Street,4.0,303.0,50.0,"43.635,-79.4088888888889"
Le Sélect Bistro,432 Wellington Street W,4.0,452.0,50.0,"43.635,-79.4088888888889"
'ONO Poké Bar,100 Western Battery Road,4.0,110.0,50.0,"43.635,-79.4088888888889"
Edulis,169 Niagara Street,4.0,119.0,50.0,"43.635,-79.4088888888889"
Simit & Chai,787 King Street W,4.0,123.0,50.0,"43.635,-79.4088888888889"
Chiang Mai,171 E Liberty St,4.5,52.0,50.0,"43.635,-79.4088888888889"
Sansotei Ramen,115 Fort York Boulevard,4.0,93.0,50.0,"43.635,-79.4088888888889"
Oretta,633 King Street W,3.5,333.0,50.0,"43.635,-79.4088888888889"
Burger Drops,116 Atlantic Ave,4.5,62.0,50.0,"43.635,-79.4088888888889"
The Craft Brasserie & Grille,107 Atlantic Avenue,3.5,172.0,50.0,"43.635,-79.4088888888889"
UFO Restaurant,241 Niagara St,4.0,57.0,50.0,"43.635,-79.4088888888889"
My Roti Place,901 King Street West,4.5,34.0,50.0,"43.635,-79.4088888888889"
King Rustic,905 King Street W,4.0,64.0,50.0,"43.635,-79.4088888888889"
Hunters Landing,82 Fort York Blvd,3.5,232.0,50.0,"43.635,-79.4088888888889"
Morso Me,850 King Street W,4.5,21.0,50.0,"43.635,-79.4088888888889"
NaiNai Noodles,852 King Street W,4.5,20.0,50.0,"43.635,-79.4088888888889"
Hibachi Teppanyaki & Bar,550 Wellington Street W,3.5,111.0,50.0,"43.635,-79.4088888888889"
Roywoods,121 Fort York Boulevard,3.5,104.0,50.0,"43.635,-79.4088888888889"
1 Kitchen,550 Wellington Street W,4.5,32.0,50.0,"43.635,-79.4088888888889"
Coco Rice Thai Cuisine,669 King Street W,3.5,112.0,50.0,"43.635,-79.4088888888889"
Brazen Head Irish Pub,165 E Liberty Street,2.5,185.0,50.0,"43.635,-79.4088888888889"
Parisco Cafe,215 Fort York Boulevard,3.5,31.0,50.0,"43.635,-79.4088888888889"
Merci Mon Ami,171 E Liberty St,4.0,34.0,50.0,"43.635,-79.4088888888889"
KoJa Restaurant,120 Atlantic Avenue,3.5,87.0,50.0,"43.635,-79.4088888888889"
Bar Wellington,520 Wellington Street W,3.5,115.0,50.0,"43.635,-79.4088888888889"
The Morning After,88 Fort York Boulevard,3.5,78.0,50.0,"43.635,-79.4088888888889"
Iruka Sushi,550 Queens Quay W,3.5,70.0,50.0,"43.635,-79.4088888888889"
"Kibo Sushi House, Liberty village",171 E Liberty Street,3.5,49.0,50.0,"43.635,-79.4088888888889"
Bamboo Buddha Chinese Resturant,752 King Street W,3.5,72.0,50.0,"43.635,-79.4088888888889"
Guirei Japanese Restaurant,600 Queens Quay W,3.0,75.0,50.0,"43.635,-79.4088888888889"
Aroma Espresso Bar,120 Lynn Williams Street,3.5,52.0,50.0,"43.635,-79.4088888888889"
Injapan,124 Atlantic Avenue,3.5,57.0,50.0,"43.635,-79.4088888888889"
Liberty Shawarma,114 Atlantic Ave,3.0,81.0,50.0,"43.635,-79.4088888888889"
Ichiban Sushi,750 King Street W,3.5,35.0,50.0,"43.635,-79.4088888888889"
Nusa Dua Kitchen & Bar,56 Bathurst Street,3.5,26.0,50.0,"43.635,-79.4088888888889"
Arvo Coffee,80 Atlantic Avenue,4.5,12.0,50.0,"43.635,-79.4088888888889"
Bar Chica,75 Portland Street,4.5,13.0,50.0,"43.635,-79.4088888888889"
Naomi,112 Atlantic Ave,4.0,19.0,50.0,"43.635,-79.4088888888889"
Liberty Village Market & Cafe,65 Jefferson Avenue,3.5,20.0,50.0,"43.635,-79.4088888888889"
Harvey's,75 Hanna Avenue,3.5,19.0,50.0,"43.635,-79.4088888888889"
Maurya East Indian Roti,150 E Liberty Street,3.0,43.0,50.0,"43.635,-79.4088888888889"
Thai Room King West,934 King St W,3.0,25.0,50.0,"43.635,-79.4088888888889"
Roses New York,135 Fort York Boulevard,3.0,54.0,50.0,"43.635,-79.4088888888889"
Panago Pizza,104 - 120 Lynn Williams Street,3.5,16.0,50.0,"43.635,-79.4088888888889"
Rosina,740 King Street W,3.5,32.0,50.0,"43.635,-79.4088888888889"
Maxx's Kitchen,111 Princes' Boulevard,3.5,9.0,50.0,"43.635,-79.4088888888889"
Casa Madera,550 Wellington Street W,3.5,19.0,50.0,"43.635,-79.4088888888889"
Aloette,171 E Liberty Street,4.0,9.0,50.0,"43.635,-79.4088888888889"
Lady Marmalade,265 Broadview Avenue,4.0,625.0,50.0,"43.65678478285314,-79.35627385059036"
White Lily Diner,678 Queen Street E,4.5,139.0,50.0,"43.65678478285314,-79.35627385059036"
El Catrin Destileria,18 Tank House Lane,3.5,1009.0,50.0,"43.65678478285314,-79.35627385059036"
Cluny Bistro & Boulangerie,35 Tank House Lane,3.5,638.0,50.0,"43.65678478285314,-79.35627385059036"
Souk Tabule,494 Front Street E,4.5,121.0,50.0,"43.65678478285314,-79.35627385059036"
Cluck Clucks,222 The Esplanade,4.5,285.0,50.0,"43.65678478285314,-79.35627385059036"
Mengrai Thai,82 Ontario Street,4.0,298.0,50.0,"43.65678478285314,-79.35627385059036"
Tabule Middle Eastern Cuisine,810 Queen Street  E,4.0,197.0,50.0,"43.65678478285314,-79.35627385059036"
The House On Parliament,454 Parliament Street,4.0,316.0,50.0,"43.65678478285314,-79.35627385059036"
Mangia & Bevi,260 King Street E,4.0,235.0,50.0,"43.65678478285314,-79.35627385059036"
Bonjour Brioche,812 Queen Street E,3.5,305.0,50.0,"43.65678478285314,-79.35627385059036"
Impact Kitchen,573 King Street E,3.5,145.0,50.0,"43.65678478285314,-79.35627385059036"
Rooster Coffee House,343 King Street E,4.5,111.0,50.0,"43.65678478285314,-79.35627385059036"
Cacao 70,28 Gristmill Lane,3.5,206.0,50.0,"43.65678478285314,-79.35627385059036"
The Comrade,758 Queen Street E,4.0,83.0,50.0,"43.65678478285314,-79.35627385059036"
Gusto 501,501 King Street E,4.0,55.0,50.0,"43.65678478285314,-79.35627385059036"
Madrina Bar y Tapas,2 Trinity Street,4.0,131.0,50.0,"43.65678478285314,-79.35627385059036"
Pure Spirits,17 Tank House Lane,3.0,280.0,50.0,"43.65678478285314,-79.35627385059036"
Figs Breakfast & Lunch,344 Queen Street E,3.5,143.0,50.0,"43.65678478285314,-79.35627385059036"
Bolet's Burrito,134 Lower Sherbourne,4.0,119.0,50.0,"43.65678478285314,-79.35627385059036"
Il Ponte Cucina Italiana,625 Queen Street E,3.5,62.0,50.0,"43.65678478285314,-79.35627385059036"
La Carnita,780 Queen Street E,3.5,129.0,50.0,"43.65678478285314,-79.35627385059036"
Betty's,240 King Street E,3.5,137.0,50.0,"43.65678478285314,-79.35627385059036"
The Cannonball,641 Queen Street  E,3.5,48.0,50.0,"43.65678478285314,-79.35627385059036"
Saigon PAI,446 Parliament Street,4.5,51.0,50.0,"43.65678478285314,-79.35627385059036"
Mill Street Beer Hall,21 Tank House Lane,3.0,180.0,50.0,"43.65678478285314,-79.35627385059036"
Maya Bay Thai,252 Carlton Street,4.5,46.0,50.0,"43.65678478285314,-79.35627385059036"
Ardo Restaurant,243 King Street E,4.0,107.0,50.0,"43.65678478285314,-79.35627385059036"
Pho House,625 Gerrard Street E,4.0,84.0,50.0,"43.65678478285314,-79.35627385059036"
Riverside Burgers,688 Queen St E,4.5,13.0,50.0,"43.65678478285314,-79.35627385059036"
Salt and Tobacco,521 Parliament Street,4.0,61.0,50.0,"43.65678478285314,-79.35627385059036"
Dumpling House,619 Gerrard Street E,3.5,89.0,50.0,"43.65678478285314,-79.35627385059036"
Wok & Roast Chinese BBQ,349 Broadview Ave,3.5,106.0,50.0,"43.65678478285314,-79.35627385059036"
King Solomon and Queen of Sheba,360 Queen Street E,4.0,23.0,50.0,"43.65678478285314,-79.35627385059036"
BOKU,42 Gristmill Lane,3.5,70.0,50.0,"43.65678478285314,-79.35627385059036"
Archeo,31 Trinity Street,3.0,81.0,50.0,"43.65678478285314,-79.35627385059036"
Henrietta Lane,394 King Street E,4.5,13.0,50.0,"43.65678478285314,-79.35627385059036"
Kibo Sushi House,533 Parliament Street,4.0,70.0,50.0,"43.65678478285314,-79.35627385059036"
O’SOMAE,357 Broadview Ave,4.5,24.0,50.0,"43.65678478285314,-79.35627385059036"
Reyna on King,354 King Street East,4.0,34.0,50.0,"43.65678478285314,-79.35627385059036"
Old Town Bodega,402 King St E,5.0,9.0,50.0,"43.65678478285314,-79.35627385059036"
Hanoi 3 Seasons,588 Gerrard Street E,3.5,68.0,50.0,"43.65678478285314,-79.35627385059036"
Fusilli Restaurant,531 Queen Street E,3.5,23.0,50.0,"43.65678478285314,-79.35627385059036"
Good Karma,689 Queen Street E,4.0,19.0,50.0,"43.65678478285314,-79.35627385059036"
Dine & Dim,633 Gerrard St E,4.5,25.0,50.0,"43.65678478285314,-79.35627385059036"
ēst Restaurant,729 Queen Street E,4.0,20.0,50.0,"43.65678478285314,-79.35627385059036"
Ueno,75 Sherbourne St,4.5,20.0,50.0,"43.65678478285314,-79.35627385059036"
Isaan Der,730 Queen St E,4.0,21.0,50.0,"43.65678478285314,-79.35627385059036"
Urban House,718 Queen Street E,4.5,13.0,50.0,"43.65678478285314,-79.35627385059036"
Oji Seichi,354 Broadview Avenue,4.0,27.0,50.0,"43.65678478285314,-79.35627385059036"
STACK,3265 Yonge Street,4.0,322.0,45.0,"43.732016,-79.403637"
Shinobu Sushi,3403 Yonge Street,4.0,111.0,45.0,"43.732016,-79.403637"
The Burger's Priest,3397 Yonge Street,3.5,256.0,45.0,"43.732016,-79.403637"
Hazel's Diner,3401 Yonge Street,4.0,143.0,45.0,"43.732016,-79.403637"
Shoushin,3328 Yonge Street,4.0,85.0,45.0,"43.732016,-79.403637"
The Sushi Bar,3365 Yonge Street,4.5,46.0,45.0,"43.732016,-79.403637"
A La Turk,3443 Yonge Street,4.5,57.0,45.0,"43.732016,-79.403637"
Urban Hakka,3305 Yonge Street,4.0,68.0,45.0,"43.732016,-79.403637"
T-Buds,3343 Yonge Street,3.5,93.0,45.0,"43.732016,-79.403637"
Yonge Sushi,3421 Yonge Street,3.5,108.0,45.0,"43.732016,-79.403637"
The Monkey Bar,3353 Yonge Street,4.5,43.0,45.0,"43.732016,-79.403637"
Belly Buster Submarines,3447 Yonge Street,4.0,62.0,45.0,"43.732016,-79.403637"
For The Win Board Game Cafe & Bar,3216 Yonge Street,4.0,65.0,45.0,"43.732016,-79.403637"
Lime Asian Kitchen,3243 Yonge Street,4.0,75.0,45.0,"43.732016,-79.403637"
Maiz,3220 Yonge Street,3.5,82.0,45.0,"43.732016,-79.403637"
Joy Thai Restaurant,3192 Yonge Street,4.0,41.0,45.0,"43.732016,-79.403637"
Saigon House,3393 Yonge St,4.5,19.0,45.0,"43.732016,-79.403637"
Coppi Ristorante,3363 Yonge St,3.5,34.0,45.0,"43.732016,-79.403637"
Dim Sum Queen,3241 Yonge Street,3.5,40.0,45.0,"43.732016,-79.403637"
Trio Ristorante and Pizzeria,3239 Yonge Street,3.5,47.0,45.0,"43.732016,-79.403637"
Maker Pizza,1537 Avenue Road,4.0,104.0,45.0,"43.732016,-79.403637"
Miller Tavern,3885 Yonge Street,3.5,160.0,45.0,"43.732016,-79.403637"
Piazzetta Trattoria,3441 Yonge Street,3.5,32.0,45.0,"43.732016,-79.403637"
Riz on Yonge,3321 Yonge St,2.5,139.0,45.0,"43.732016,-79.403637"
Parmigiano Trattoria,3186 Yonge Street,3.5,40.0,45.0,"43.732016,-79.403637"
Souvlaki Guys,6 Fairlawn Avenue,4.0,13.0,45.0,"43.732016,-79.403637"
CHICXI,3471 Yonge Street,3.5,15.0,45.0,"43.732016,-79.403637"
Gamberoni Restaurant,3238 Yonge Street,3.0,29.0,45.0,"43.732016,-79.403637"
Bio Cafe,3310 Yonge Street.,3.5,10.0,45.0,"43.732016,-79.403637"
Gabby's RoadHouse,3263 Yonge Street,2.5,18.0,45.0,"43.732016,-79.403637"
My Roti Place,3334 Yonge Street,3.0,6.0,45.0,"43.732016,-79.403637"
Montchant,3467 Yonge street,3.5,3.0,45.0,"43.732016,-79.403637"
Noon Eatery,3190 Yonge Street,5.0,1.0,45.0,"43.732016,-79.403637"
San Francesco Foods - Yonge,3233 Yonge Street,2.0,12.0,45.0,"43.732016,-79.403637"
McDonald's,3400 Yonge St,1.5,11.0,45.0,"43.732016,-79.403637"
Kebab House Turkish Shawarma,3421 Yonge Street,4.0,1.0,45.0,"43.732016,-79.403637"
Ketodelia Keto Restaurant,3187 Yonge Street,3.0,3.0,45.0,"43.732016,-79.403637"
Subway,3295 Yonge Street,2.0,5.0,45.0,"43.732016,-79.403637"
Titi Espresso Bar & Gelato,3345 Yonge Street,3.0,1.0,45.0,"43.732016,-79.403637"
Popeyes Louisiana Kitchen,3479 Yonge Street,2.5,2.0,45.0,"43.732016,-79.403637"
Pizza Nova,3205 Yonge St,3.0,2.0,45.0,"43.732016,-79.403637"
Pizzaiolo - The Pizza Maker's Pizza,3369 Yonge Street,4.0,1.0,45.0,"43.732016,-79.403637"
Chase Wine & Grill,3471 Yonge Street,4.0,1.0,45.0,"43.732016,-79.403637"
Freshii,3333 Yonge St,1.0,1.0,45.0,"43.732016,-79.403637"
Pizza Pizza,3231 Yonge Street,1.0,1.0,45.0,"43.732016,-79.403637"
Black Camel,4 Crescent Road,4.5,379.0,50.0,"43.67515255542865,-79.38849615969643"
Grandma Loves You,1084 Yonge Street,5.0,71.0,50.0,"43.67515255542865,-79.38849615969643"
PLANTA,1221 Bay Street,4.0,486.0,50.0,"43.67515255542865,-79.38849615969643"
Scaramouche Restaurant Pasta Bar & Grill,1 Benvenuto Place,4.5,329.0,50.0,"43.67515255542865,-79.38849615969643"
Trattoria Nervosa,75 Yorkville Avenue,4.0,384.0,50.0,"43.67515255542865,-79.38849615969643"
Wow Sushi,11 Charles Street,4.0,424.0,50.0,"43.67515255542865,-79.38849615969643"
Sassafraz,100 Cumberland Street,3.5,405.0,50.0,"43.67515255542865,-79.38849615969643"
