name,address,yelp_rating,yelp_total_ratings,yelp_num_res,coordinates
Cluck Clucks,222 The Esplanade,4.5,285.0,50.0,"43.651318,-79.36023"
Mystic Muffin,113 Jarvis Street,4.5,290.0,50.0,"43.651318,-79.36023"
Mengrai Thai,82 Ontario Street,4.0,298.0,50.0,"43.651318,-79.36023"
Mangia & Bevi,260 King Street E,4.0,235.0,50.0,"43.651318,-79.36023"
Cacao 70,28 Gristmill Lane,3.5,206.0,50.0,"43.651318,-79.36023"
Madrina Bar y Tapas,2 Trinity Street,4.0,131.0,50.0,"43.651318,-79.36023"
Souk Tabule,494 Front Street E,4.5,121.0,50.0,"43.651318,-79.36023"
Rooster Coffee House,343 King Street E,4.5,111.0,50.0,"43.651318,-79.36023"
Pure Spirits,17 Tank House Lane,3.0,280.0,50.0,"43.651318,-79.36023"
Le Petit Déjeuner,191 King Street E,3.5,378.0,50.0,"43.651318,-79.36023"
White Lily Diner,678 Queen Street E,4.5,139.0,50.0,"43.651318,-79.36023"
Bolet's Burrito,134 Lower Sherbourne,4.0,119.0,50.0,"43.651318,-79.36023"
Cafe Oro Di Napoli,75 Jarvis Street,4.5,83.0,50.0,"43.651318,-79.36023"
Buster's Sea Cove,93 Front Street E,3.5,336.0,50.0,"43.651318,-79.36023"
Cherry Street Bar-B-Que,275 Cherry Street,4.0,197.0,50.0,"43.651318,-79.36023"
Carousel Bakery,St. Lawrence Market,3.5,230.0,50.0,"43.651318,-79.36023"
Bindia Indian Bistro,16 Market Street,4.0,201.0,50.0,"43.651318,-79.36023"
Fusaro's,294 Richmond Street East,4.0,91.0,50.0,"43.651318,-79.36023"
Gusto 501,501 King Street E,4.0,55.0,50.0,"43.651318,-79.36023"
Betty's,240 King Street E,3.5,137.0,50.0,"43.651318,-79.36023"
Mill Street Beer Hall,21 Tank House Lane,3.0,180.0,50.0,"43.651318,-79.36023"
Figs Breakfast & Lunch,344 Queen Street E,3.5,143.0,50.0,"43.651318,-79.36023"
Ardo Restaurant,243 King Street E,4.0,107.0,50.0,"43.651318,-79.36023"
BOKU,42 Gristmill Lane,3.5,70.0,50.0,"43.651318,-79.36023"
Archeo,31 Trinity Street,3.0,81.0,50.0,"43.651318,-79.36023"
The George Street Diner,129 George Street,3.5,154.0,50.0,"43.651318,-79.36023"
Impact Kitchen,573 King Street E,3.5,145.0,50.0,"43.651318,-79.36023"
FAMO Sandwiches,122 Sherbourne Street,4.5,34.0,50.0,"43.651318,-79.36023"
European Delight,93 Front St E,4.0,50.0,50.0,"43.651318,-79.36023"
FuZen,132 Front Street E,3.5,99.0,50.0,"43.651318,-79.36023"
Market Street Catch,14 Market Street,3.5,151.0,50.0,"43.651318,-79.36023"
The Comrade,758 Queen Street E,4.0,83.0,50.0,"43.651318,-79.36023"
Scheffler's Delicatessen,93 Front St E,4.5,26.0,50.0,"43.651318,-79.36023"
Uno Mustachio,95 Front Street E,3.5,96.0,50.0,"43.651318,-79.36023"
Paddington's Pump,95 Front Street E,3.5,139.0,50.0,"43.651318,-79.36023"
Reyna on King,354 King Street East,4.0,34.0,50.0,"43.651318,-79.36023"
The Corner Place,11 Jarvis Street,3.5,116.0,50.0,"43.651318,-79.36023"
Enat Buna  Ethiopian Fusion  Cafe,175 Queen Street E,3.5,109.0,50.0,"43.651318,-79.36023"
Keating Channel Pub & Grill,2 Villiers St,4.0,44.0,50.0,"43.651318,-79.36023"
Henrietta Lane,394 King Street E,4.5,13.0,50.0,"43.651318,-79.36023"
Patrician Grill,219 King Street E,3.5,60.0,50.0,"43.651318,-79.36023"
Against the Grain,25 Dockside Drive,2.5,295.0,50.0,"43.651318,-79.36023"
Ueno,75 Sherbourne St,4.5,20.0,50.0,"43.651318,-79.36023"
Old Town Bodega,402 King St E,5.0,9.0,50.0,"43.651318,-79.36023"
King Solomon and Queen of Sheba,360 Queen Street E,4.0,23.0,50.0,"43.651318,-79.36023"
Biagio Ristorante,155 King St E,4.0,40.0,50.0,"43.651318,-79.36023"
Il Ponte Cucina Italiana,625 Queen Street E,3.5,62.0,50.0,"43.651318,-79.36023"
St Lawrence Pizza & Pasta,93 Front Street E,4.0,28.0,50.0,"43.651318,-79.36023"
Blaze Pizza,10 Dundas St. East,4.5,581.0,50.0,"43.656094,-79.381484"
KINKA IZAKAYA ORIGINAL,398 Church Street,4.0,1791.0,50.0,"43.656094,-79.381484"
Pai Northern Thai Kitchen,18 Duncan Street,4.5,3339.0,50.0,"43.656094,-79.381484"
Richmond Station,1 Richmond Street W,4.5,866.0,50.0,"43.656094,-79.381484"
Sansotei Ramen,179 Dundas Street W,4.0,932.0,50.0,"43.656094,-79.381484"
GB Hand-pulled Noodles,66 Edward Street,4.0,571.0,50.0,"43.656094,-79.381484"
Eggspectation,483 Bay Street,4.0,750.0,50.0,"43.656094,-79.381484"
Hokkaido Ramen Santouka,91 Dundas Street E,4.0,884.0,50.0,"43.656094,-79.381484"
Katsuya,66 Gerrard Street E,4.5,477.0,50.0,"43.656094,-79.381484"
Banh Mi Boys,399 Yonge Street,4.0,509.0,50.0,"43.656094,-79.381484"
The Senator,249 Victoria Street,4.0,489.0,50.0,"43.656094,-79.381484"
Salad King Restaurant,340 Yonge Street,3.5,1013.0,50.0,"43.656094,-79.381484"
JOEY Eaton Centre,1 Dundas St W,3.5,528.0,50.0,"43.656094,-79.381484"
Byblos,11 Duncan Street,4.5,890.0,50.0,"43.656094,-79.381484"
Poke Guys,112 Elizabeth Street,4.0,372.0,50.0,"43.656094,-79.381484"
Pearl Diver,100 Adelaide Street E,4.0,619.0,50.0,"43.656094,-79.381484"
Japango,122 Elizabeth Street,3.5,712.0,50.0,"43.656094,-79.381484"
The Queen And Beaver Public House,35 Elm Street,4.0,405.0,50.0,"43.656094,-79.381484"
JaBistro,222 Richmond Street W,4.0,580.0,50.0,"43.656094,-79.381484"
Barberian's Steak House,7 Elm Street,4.0,309.0,50.0,"43.656094,-79.381484"
Sap,401 Bay Street,3.5,550.0,50.0,"43.656094,-79.381484"
Egg Club,88 Dundas Street E,4.5,121.0,50.0,"43.656094,-79.381484"
Mystic Muffin,113 Jarvis Street,4.5,290.0,50.0,"43.656094,-79.381484"
George Restaurant,111 Queen Street E,4.5,292.0,50.0,"43.656094,-79.381484"
Cafe Landwer - Adelaide & University,165 University Avenue,4.0,481.0,50.0,"43.656094,-79.381484"
Manpuku Japanese Eatery,105 McCaul Street,4.0,512.0,50.0,"43.656094,-79.381484"
Beerbistro,18 King Street E,4.0,679.0,50.0,"43.656094,-79.381484"
Ikkousha Ramen,249 Queen Street W,4.5,283.0,50.0,"43.656094,-79.381484"
Adega Restaurante,33 Elm St,4.0,157.0,50.0,"43.656094,-79.381484"
Cactus Club Cafe,77 Adelaide Street W,4.0,579.0,50.0,"43.656094,-79.381484"
Tachi,111 Richmond Street W,4.5,173.0,50.0,"43.656094,-79.381484"
The Carbon Bar,99 Queen Street East,4.0,407.0,50.0,"43.656094,-79.381484"
Estiatorio Volos,133 Richmond St W,4.0,331.0,50.0,"43.656094,-79.381484"
The Keg Steakhouse + Bar - York Street,165 York Street,4.0,298.0,50.0,"43.656094,-79.381484"
Gyubee Japanese Grill - Dundas,157 Dundas St W,4.5,154.0,50.0,"43.656094,-79.381484"
Chef's Hall,111 Richmond Street W,4.0,311.0,50.0,"43.656094,-79.381484"
Basil Box,351 Yonge Street,4.0,187.0,50.0,"43.656094,-79.381484"
The Chase,10 Temperance Street,3.5,422.0,50.0,"43.656094,-79.381484"
KINTON RAMEN,396 Church Street,4.0,226.0,50.0,"43.656094,-79.381484"
Chipotle Mexican Grill,323 Yonge Street,3.5,246.0,50.0,"43.656094,-79.381484"
The Poke Box,36 Toronto Street,4.5,176.0,50.0,"43.656094,-79.381484"
Karine's,109 McCaul Street,4.0,251.0,50.0,"43.656094,-79.381484"
Kintaro Izakaya,459 Church Street,4.0,231.0,50.0,"43.656094,-79.381484"
Rolltation,207 Dundas Street W,4.0,225.0,50.0,"43.656094,-79.381484"
King Taps,100 King Street W,4.0,384.0,50.0,"43.656094,-79.381484"
Yuzu No Hana,236 Adelaide Street W,4.0,570.0,50.0,"43.656094,-79.381484"
Terroni,57A Adelaide Street E,3.5,771.0,50.0,"43.656094,-79.381484"
Lai Wah Heen,108 Chestnut Street,3.5,225.0,50.0,"43.656094,-79.381484"
Sushi & BBbop,Food Court At Aura,4.5,87.0,50.0,"43.656094,-79.381484"
Donatello Restaurant,37 Elm Street,4.0,180.0,50.0,"43.656094,-79.381484"
Insomnia Restaurant & Lounge,563 Bloor Street W,4.0,1008.0,50.0,"43.670318,-79.405181"
Yasu,81 Harbord Street,4.5,416.0,50.0,"43.670318,-79.405181"
KINKA IZAKAYA ANNEX,559 Bloor St W,4.0,500.0,50.0,"43.670318,-79.405181"
Gyubee Japanese Grill - Bloor,335 Bloor Street W,4.0,303.0,50.0,"43.670318,-79.405181"
Rasa,196 Robert Street,4.5,317.0,50.0,"43.670318,-79.405181"
Fuwa Fuwa Japanese Pancakes,408 Bloor Street W,4.0,397.0,50.0,"43.670318,-79.405181"
Playa Cabana,111 Dupont Street,4.0,467.0,50.0,"43.670318,-79.405181"
Her Father's Cider Bar & Kitchen,119 Harbord Street,4.5,183.0,50.0,"43.670318,-79.405181"
Fresh On Bloor,326 Bloor Street W,3.5,334.0,50.0,"43.670318,-79.405181"
Rustle & Still Café,605 Bloor Street W,4.5,150.0,50.0,"43.670318,-79.405181"
Hodo Kwaja,656 Bloor Street W,4.5,240.0,50.0,"43.670318,-79.405181"
Snakes & Lattes Annex,600 Bloor Street W,4.0,355.0,50.0,"43.670318,-79.405181"
Mr.Tonkatsu,520 Bloor Street W,4.0,192.0,50.0,"43.670318,-79.405181"
Korean Village Restaurant,628 Bloor Street W,4.0,402.0,50.0,"43.670318,-79.405181"
Buk Chang Dong Soon Tofu,691 Bloor Street W,4.0,477.0,50.0,"43.670318,-79.405181"
Almond Butterfly Harbord Bakeshop & Cafe,100 Harbord Street,4.5,181.0,50.0,"43.670318,-79.405181"
Chadwick's,268 Howland Avenue,4.0,217.0,50.0,"43.670318,-79.405181"
Joso's,202 Davenport Road,4.5,165.0,50.0,"43.670318,-79.405181"
Roti Cuisine of India,308 Dupont Street,4.5,119.0,50.0,"43.670318,-79.405181"
Yummy Korean Food Restaurant,620 Bloor Street W,4.0,270.0,50.0,"43.670318,-79.405181"
Fat Pasha,414 Dupont Street,4.0,208.0,50.0,"43.670318,-79.405181"
Fieramosca,36A Prince Arthur Avenue,4.5,110.0,50.0,"43.670318,-79.405181"
Napoli Centrale,964 Bathurst Street,4.5,65.0,50.0,"43.670318,-79.405181"
Famoso Neapolitan,386 Bloor Street W,4.0,169.0,50.0,"43.670318,-79.405181"
Tofu Village - House of Soon Tofu,681 Bloor Street W,4.0,202.0,50.0,"43.670318,-79.405181"
Piano Piano,88 Harbord Street,3.5,295.0,50.0,"43.670318,-79.405181"
Blu Ristorante,90 Avenue Road,4.0,170.0,50.0,"43.670318,-79.405181"
Zaad,348 Bloor Street West,4.5,58.0,50.0,"43.670318,-79.405181"
LA LA Bakeshop,346 A Bloor Street W,4.5,36.0,50.0,"43.670318,-79.405181"
El Furniture Warehouse - Bloor St,410 Bloor St West,3.0,325.0,50.0,"43.670318,-79.405181"
Mallo,785  Bathurst Street,5.0,44.0,50.0,"43.670318,-79.405181"
Jin Dal Lae,647 Bloor Street W,4.5,110.0,50.0,"43.670318,-79.405181"
El Pocho Antojitos Bar,2 Follis Avenue,4.5,80.0,50.0,"43.670318,-79.405181"
Opus Restaurant,37 Prince Arthur Avenue,4.0,73.0,50.0,"43.670318,-79.405181"
Sushi On Bloor,525 Bloor Street W,3.5,174.0,50.0,"43.670318,-79.405181"
Tacos El Asador,689 Bloor Street W,4.0,323.0,50.0,"43.670318,-79.405181"
Her Chef,599 Bloor Street W,4.5,60.0,50.0,"43.670318,-79.405181"
Kevin's Taiyaki,675 Bloor Street,4.5,78.0,50.0,"43.670318,-79.405181"
Barrio Coreano,642 Bloor Street W,3.5,247.0,50.0,"43.670318,-79.405181"
Kenzo Ramen,372 Bloor Street W,3.5,133.0,50.0,"43.670318,-79.405181"
Jjin Toast,792 Bathurst Street,5.0,24.0,50.0,"43.670318,-79.405181"
Future Bistro,483 Bloor Street W,3.5,220.0,50.0,"43.670318,-79.405181"
Pig Out BBQ,650 Spadina Avenue,4.0,100.0,50.0,"43.670318,-79.405181"
Morton's The Steakhouse,4 Avenue Road,4.0,143.0,50.0,"43.670318,-79.405181"
Sunrise House,661 Bloor Street W,4.0,216.0,50.0,"43.670318,-79.405181"
Ristorante Sotto Sotto,120 Avenue Road,4.0,120.0,50.0,"43.670318,-79.405181"
Country Style Hungarian Restaurant,450 Bloor Street W,3.5,128.0,50.0,"43.670318,-79.405181"
The Oxley,121 Yorkville Avenue,4.0,167.0,50.0,"43.670318,-79.405181"
Creeds Coffee Bar,450 Dupont Street,4.0,68.0,50.0,"43.670318,-79.405181"
Akai Sushi,168 Major Street,4.0,91.0,50.0,"43.670318,-79.405181"
Lamesa Filipino Kitchen,634 St Clair Avenue W,4.0,366.0,50.0,"43.676667,-79.416111"
Chadwick's,268 Howland Avenue,4.0,217.0,50.0,"43.676667,-79.416111"
Fat Pasha,414 Dupont Street,4.0,208.0,50.0,"43.676667,-79.416111"
Roti Cuisine of India,308 Dupont Street,4.5,119.0,50.0,"43.676667,-79.416111"
BlueBlood Steakhouse,1 Austin Terrace,3.5,154.0,50.0,"43.676667,-79.416111"
Creeds Coffee Bar,450 Dupont Street,4.0,68.0,50.0,"43.676667,-79.416111"
Napoli Centrale,964 Bathurst Street,4.5,65.0,50.0,"43.676667,-79.416111"
Kiyo,1384 Bathurst Street,4.5,36.0,50.0,"43.676667,-79.416111"
El Pocho Antojitos Bar,2 Follis Avenue,4.5,80.0,50.0,"43.676667,-79.416111"
Sea Witch Fish and Chips,636 Saint Clair Avenue W,4.0,136.0,50.0,"43.676667,-79.416111"
Schmaltz Appetizing,414 Dupont Street,4.0,65.0,50.0,"43.676667,-79.416111"
Baker and Scone,693 St. Clair W,4.0,83.0,50.0,"43.676667,-79.416111"
Queen of Persia,672A St Clair Avenue W,4.5,47.0,50.0,"43.676667,-79.416111"
CocoaLatte,671 St. Clair Avenue W,4.0,73.0,50.0,"43.676667,-79.416111"
Flor de Sal,501 Davenport Road,4.0,47.0,50.0,"43.676667,-79.416111"
FET ZUN,252 Dupont St,4.5,35.0,50.0,"43.676667,-79.416111"
The Grapefruit Moon,968 Bathurst Street,3.5,143.0,50.0,"43.676667,-79.416111"
Detroit Pizzeria,1093 Bathurst Street,4.5,17.0,50.0,"43.676667,-79.416111"
Actinolite Restaurant,971 Ossington Avenue,4.0,85.0,50.0,"43.676667,-79.416111"
Nama Sushi,750 St. Clair Avenue W,4.0,45.0,50.0,"43.676667,-79.416111"
Albert's Real Jamaican Foods,542 Saint Clair Avenue W,3.5,107.0,50.0,"43.676667,-79.416111"
Gordo EX Cafe,1048 Bathurst Street,3.5,42.0,50.0,"43.676667,-79.416111"
Papamio's,934 Manning Avenue,5.0,11.0,50.0,"43.676667,-79.416111"
Mezzetta Restaurant & Tapas Bar,681 Saint Clair Avenue W,4.0,57.0,50.0,"43.676667,-79.416111"
Casamiento,787 Dupont Street,5.0,24.0,50.0,"43.676667,-79.416111"
Vesta Lunch,474 Dupont St,3.0,59.0,50.0,"43.676667,-79.416111"
Annapurna Vegetarian Restaurant,1085 Bathurst Street,3.5,36.0,50.0,"43.676667,-79.416111"
Pain Perdu,736 St. Clair Ave W,3.5,73.0,50.0,"43.676667,-79.416111"
KIBO Sushi & Tapas,701 Saint Clair Avenue W,3.5,63.0,50.0,"43.676667,-79.416111"
Annabelle Pasta Bar,909 Davenport Road,3.0,68.0,50.0,"43.676667,-79.416111"
Thai Noodle,62 Vaughan Road,3.5,56.0,50.0,"43.676667,-79.416111"
The Pour House Pub And Kitchen,182 Dupont Street,3.0,131.0,50.0,"43.676667,-79.416111"
The Rushton,740 St Clair Ave W,3.5,99.0,50.0,"43.676667,-79.416111"
Chinese Dumplings,645 St. Clair Avenue W,3.5,55.0,50.0,"43.676667,-79.416111"
First and Last,346 Dupont Street,4.0,16.0,50.0,"43.676667,-79.416111"
KOS Cafe and Restaurant,1070 Bathurst St,3.5,34.0,50.0,"43.676667,-79.416111"
Moong Japanese Fusion Restaurant,570 St. Clair Avenue W,3.5,43.0,50.0,"43.676667,-79.416111"
Churrasco of St Clair,679 St Clair Ave W,3.5,46.0,50.0,"43.676667,-79.416111"
Maison T,1071 Shaw St,5.0,13.0,50.0,"43.676667,-79.416111"
Gerry's Fast Foods,724 St Clair Avenue W,4.5,18.0,50.0,"43.676667,-79.416111"
The Backyard Smokehouse,264 Dupont Street,4.0,13.0,50.0,"43.676667,-79.416111"
Pizza Del Arte,1480 Bathurst Street,3.5,23.0,50.0,"43.676667,-79.416111"
Madam Boeuf And Flea,252 Dupont Street,4.5,7.0,50.0,"43.676667,-79.416111"
Thai Mango,641 Dupont Street,3.5,18.0,50.0,"43.676667,-79.416111"
Les Moulins La Fayette,689 St Clair Avenue W,4.0,14.0,50.0,"43.676667,-79.416111"
Natural Japaneats,601 Christie Street,5.0,4.0,50.0,"43.676667,-79.416111"
Faema Caffe,201- 672 Dupont Street,2.5,43.0,50.0,"43.676667,-79.416111"
Pita and Hummus,537 St Clair Ave W,4.5,8.0,50.0,"43.676667,-79.416111"
Goen Sushi Japanese Restaurant,672 St Clair Avenue W,4.5,5.0,50.0,"43.676667,-79.416111"
Pi Co,687 St Clair Avenue W,3.5,9.0,50.0,"43.676667,-79.416111"
Loga's Corner,216C Close Avenue,4.5,165.0,50.0,"43.640634,-79.435841"
Tibet Kitchen,1544 Queen Street W,4.5,251.0,50.0,"43.640634,-79.435841"
Mother India,1456 Queen Street W,4.0,205.0,50.0,"43.640634,-79.435841"
Himalayan Kitchen,1526 Queen Street W,4.5,142.0,50.0,"43.640634,-79.435841"
Guu Izakaya Toronto,1314 Queen Street W,4.0,152.0,50.0,"43.640634,-79.435841"
Garleek Kitchen,1500 Queen Street W,4.5,48.0,50.0,"43.640634,-79.435841"
Ali's West Indian Roti Shop,1446 Queen Street W,4.0,91.0,50.0,"43.640634,-79.435841"
School Restaurant,70 Fraser Avenue,3.5,630.0,50.0,"43.640634,-79.435841"
The MoMo House,1422 Queen Street W,4.5,33.0,50.0,"43.640634,-79.435841"
Shangrila Tibetan & Asian Cuisine,1600 Queen Street W,4.0,96.0,50.0,"43.640634,-79.435841"
Norling,1512 Queen Street W,4.0,72.0,50.0,"43.640634,-79.435841"
Skyline Restaurant,1426 Queen Street W,4.0,72.0,50.0,"43.640634,-79.435841"
OM Restaurant and Bar,1439 Queen Street W,4.0,52.0,50.0,"43.640634,-79.435841"
Chen Chen’s Nashville Hot Chicken,1184 Queen Street W,4.5,59.0,50.0,"43.640634,-79.435841"
Islas Filipino BBQ and Bar,1690 Queen Street W,4.5,81.0,50.0,"43.640634,-79.435841"
Lao Thai Restaurant,4 Gladstone Avenue,4.5,85.0,50.0,"43.640634,-79.435841"
Miss Things,1279 Queen Street W,3.5,162.0,50.0,"43.640634,-79.435841"
Copenhagen Vegan Cafe & Bakery,1312 Queen St W,4.5,42.0,50.0,"43.640634,-79.435841"
Medieval Times Toronto,10 Dufferin Street,4.0,202.0,50.0,"43.640634,-79.435841"
Little Tibet  Restaurant,1449A Queen Street W,4.5,26.0,50.0,"43.640634,-79.435841"
Caffino Ristorante,1185 King Street W,4.0,101.0,50.0,"43.640634,-79.435841"
Easy Breakfast,1645 Queen Street W,3.5,136.0,50.0,"43.640634,-79.435841"
Ravi Soups,1128 Queen Street W,4.0,79.0,50.0,"43.640634,-79.435841"
Nunu Ethiopian Fusion,1178 Queen Street W,4.0,91.0,50.0,"43.640634,-79.435841"
Dave's Hot Chicken,1582 Queen Street W,3.5,60.0,50.0,"43.640634,-79.435841"
Tsampa Cafe,1528 Queen W,4.5,21.0,50.0,"43.640634,-79.435841"
Hello 123,1122 Queen Street W,4.0,113.0,50.0,"43.640634,-79.435841"
Nuna Kitchen & Bar,1265 Queen Street W,4.5,11.0,50.0,"43.640634,-79.435841"
Le Phenix,1263 Queen Street W,4.5,21.0,50.0,"43.640634,-79.435841"
CiCi's Pizza,1618 Queen St W,4.0,43.0,50.0,"43.640634,-79.435841"
Local Kitchen & Winebar,1710 Queen Street W,3.5,82.0,50.0,"43.640634,-79.435841"
Drake's Corner Café + Bistro,1150 Queen Street W,3.5,106.0,50.0,"43.640634,-79.435841"
Rustic Cosmo Cafe,1278 Queen Street W,3.5,61.0,50.0,"43.640634,-79.435841"
La Chingada,1242 Dundas Street West,4.5,58.0,50.0,"43.640634,-79.435841"
Tashi Delek Cafe,223 Jameson Avenue,4.5,11.0,50.0,"43.640634,-79.435841"
Clandestino wine bar,1592 Queen Street W,4.5,19.0,50.0,"43.640634,-79.435841"
King Slice,1130 Queen Street W,3.5,92.0,50.0,"43.640634,-79.435841"
BOM DIA Café & Bakery,1205 Queen Street W,4.5,20.0,50.0,"43.640634,-79.435841"
The Dock Ellis,1280 Dundas Street W,4.0,52.0,50.0,"43.640634,-79.435841"
E L Ruddy Co Cafe,1371 Dundas Street W,4.0,48.0,50.0,"43.640634,-79.435841"
Death & Taxes Free House,1154 Queen Street W,4.0,38.0,50.0,"43.640634,-79.435841"
Thai Home,133 Roncesvalles Avenue,4.0,45.0,50.0,"43.640634,-79.435841"
Amicos Pizza Ristorante,1648 Queen Street W,3.0,57.0,50.0,"43.640634,-79.435841"
Benna's Bakery & Deli,135 Roncesvalles Avenue,4.0,25.0,50.0,"43.640634,-79.435841"
Habibi Shawarma,1214 King Street W,4.0,22.0,50.0,"43.640634,-79.435841"
Burrito Boyz,1736 Queen Street W,3.5,37.0,50.0,"43.640634,-79.435841"
Daol Korean Restaurant,1345 Queen St W,4.5,7.0,50.0,"43.640634,-79.435841"
Lula Lounge,1585 Dundas Street W,3.5,63.0,50.0,"43.640634,-79.435841"
Food & Liquor,1610 Queen Street W,4.0,21.0,50.0,"43.640634,-79.435841"
Pho Asia 21,1208 King Street W,3.0,55.0,50.0,"43.640634,-79.435841"
Mildred's Temple Kitchen,85 Hanna Avenue,4.0,993.0,50.0,"43.639444,-79.423611"
School Restaurant,70 Fraser Avenue,3.5,630.0,50.0,"43.639444,-79.423611"
Levetto,68 Sudbury Street,4.0,246.0,50.0,"43.639444,-79.423611"
LOCAL Public Eatery - Liberty Village,171 E Liberty Street,4.0,303.0,50.0,"43.639444,-79.423611"
Pho Tien Thanh,57 Ossington Avenue,4.0,440.0,50.0,"43.639444,-79.423611"
Bellwoods Brewery,124-126 Ossington Avenue,4.0,350.0,50.0,"43.639444,-79.423611"
Chen Chen’s Nashville Hot Chicken,1184 Queen Street W,4.5,59.0,50.0,"43.639444,-79.423611"
Union,72A Ossington Avenue,4.0,238.0,50.0,"43.639444,-79.423611"
OEB Breakfast Co.,125 E Liberty Street,4.5,90.0,50.0,"43.639444,-79.423611"
Loga's Corner,216C Close Avenue,4.5,165.0,50.0,"43.639444,-79.423611"
La Cubana,92 Ossington Avenue,4.0,225.0,50.0,"43.639444,-79.423611"
The Good Son,1096 Queen Street W,4.0,211.0,50.0,"43.639444,-79.423611"
Burger Drops,116 Atlantic Ave,4.5,62.0,50.0,"43.639444,-79.423611"
Oddseoul,90 Ossington Avenue,4.0,326.0,50.0,"43.639444,-79.423611"
Guu Izakaya Toronto,1314 Queen Street W,4.0,152.0,50.0,"43.639444,-79.423611"
Caffino Ristorante,1185 King Street W,4.0,101.0,50.0,"43.639444,-79.423611"
Frankie's,994 Queen Street W,4.0,189.0,50.0,"43.639444,-79.423611"
The Craft Brasserie & Grille,107 Atlantic Avenue,3.5,172.0,50.0,"43.639444,-79.423611"
Lao Thai Restaurant,4 Gladstone Avenue,4.5,85.0,50.0,"43.639444,-79.423611"
