name,address,yelp_num_stations,coordinates
Bay Subway Station,1240 Bay Street,3.0,"43.671293,-79.380471"
Mimico GO Station,"Toronto, ON",1.0,"43.62313,-79.4918"
Pioneer Village Station,2800 Steeles Ave W,1.0,"43.772445,-79.511912"
Dundas Station,"Toronto, ON M5B 1J3",4.0,"43.655972,-79.370638"
Queen Station,171 Yonge Street,4.0,"43.655972,-79.370638"
King Station,3 King Street E,4.0,"43.655972,-79.370638"
Queen Subway Station,8 Queen Street W,4.0,"43.655972,-79.370638"
Museum Subway Station,75 Queen's Park,6.0,"43.666874,-79.381155"
Bloor-Yonge Subway Station,20 Bloor Street E,6.0,"43.666874,-79.381155"
Wellesley Subway Station,16 Wellesley Street E,6.0,"43.666874,-79.381155"
Dundas Station,"Toronto, ON M5B 1J3",6.0,"43.666874,-79.381155"
Bay Subway Station,1240 Bay Street,6.0,"43.666874,-79.381155"
Queen's Park Subway Station,129 College Street,6.0,"43.666874,-79.381155"
