name,address,rating,total_photos,total_ratings,num_of_res,coordinates
Laylow Beer Bar and Eatery,1144 College St,7.3,27.0,12.0,44.0,"43.6608333,-79.43166666666667"
African Palace,977 Bloor St W,6.5,24.0,25.0,44.0,"43.6608333,-79.43166666666667"
Taco Bell,900 Dufferin St,6.6,4.0,13.0,44.0,"43.6608333,-79.43166666666667"
Popeye's Louisiana Kitchen,1115 Bloor St W,6.0,18.0,26.0,44.0,"43.6608333,-79.43166666666667"
Tim Hortons,1094 Bloor St W,6.0,33.0,59.0,44.0,"43.6608333,-79.43166666666667"
The Maker Bean Cafe,1052 Bloor St W,,0.0,0.0,44.0,"43.6608333,-79.43166666666667"
Orote,276 Havelock St,,0.0,0.0,44.0,"43.6608333,-79.43166666666667"
KFC,900 Dufferin St,6.1,8.0,6.0,44.0,"43.6608333,-79.43166666666667"
Mac’s Pizza,759 Dovercourt Rd,,0.0,0.0,44.0,"43.6608333,-79.43166666666667"
The Mask,965 Bloor St W,,0.0,0.0,44.0,"43.6608333,-79.43166666666667"
Laziza,950 Bloor St W,,0.0,0.0,44.0,"43.6608333,-79.43166666666667"
Levant,899 Bloor St W,,0.0,0.0,44.0,"43.6608333,-79.43166666666667"
African Delight,1180 Bloor St W,,0.0,0.0,44.0,"43.6608333,-79.43166666666667"
Villa Madina,900 Dufferin St,,0.0,0.0,44.0,"43.6608333,-79.43166666666667"
Trattoria Traverniti North,989 Dovercourt Rd,,0.0,0.0,44.0,"43.6608333,-79.43166666666667"
McDonald's,885 Bloor St W,5.2,14.0,45.0,44.0,"43.6608333,-79.43166666666667"
Christie Pits Pub,814 Bloor St W,,0.0,0.0,44.0,"43.6608333,-79.43166666666667"
Thai Room,810 Bloor St W,,0.0,0.0,44.0,"43.6608333,-79.43166666666667"
Stop BBQ Chicken,1216 Dufferin St,,0.0,0.0,44.0,"43.6608333,-79.43166666666667"
Galaxy T&T Fresh Fruit & Vegetable,1227A Bloor St W,,0.0,0.0,44.0,"43.6608333,-79.43166666666667"
Oroshi Fish Co,962 College St,,0.0,0.0,44.0,"43.6608333,-79.43166666666667"
Pizza Pizza,1193 Bloor St W,5.0,5.0,17.0,44.0,"43.6608333,-79.43166666666667"
B College Ltd,838 College St,,0.0,0.0,44.0,"43.6608333,-79.43166666666667"
McDonald's,1185 Dupont St,,0.0,0.0,44.0,"43.6608333,-79.43166666666667"
Barburrito,900 Dufferin St,,0.0,0.0,44.0,"43.6608333,-79.43166666666667"
Burdock,1184 Bloor St W,9.1,182.0,95.0,41.0,"43.66083333333333,-79.43583333333333"
The 3 Speed,1163 Bloor St W,9.0,110.0,150.0,41.0,"43.66083333333333,-79.43583333333333"
La Tortilleria,1009 Dufferin St,8.1,20.0,30.0,41.0,"43.66083333333333,-79.43583333333333"
Bakerbots Baking,205 Delaware Ave,8.9,150.0,166.0,41.0,"43.66083333333333,-79.43583333333333"
Grey Tiger,1190 Bloor St W,7.9,5.0,15.0,41.0,"43.66083333333333,-79.43583333333333"
Propeller Coffee Co,50 Wade Ave,8.6,120.0,93.0,41.0,"43.66083333333333,-79.43583333333333"
The Greater Good Bar,229 Geary Ave,9.1,53.0,59.0,41.0,"43.66083333333333,-79.43583333333333"
Comedy Bar,945B Bloor St W,8.1,104.0,132.0,41.0,"43.66083333333333,-79.43583333333333"
Wenona Craft Beer Lodge,1069 Bloor St W,7.6,23.0,36.0,41.0,"43.66083333333333,-79.43583333333333"
Filosophy Pastry and Espresso Bar,912 Bloor St W,8.2,7.0,14.0,41.0,"43.66083333333333,-79.43583333333333"
Bloomer's,873 Bloor St W,8.4,47.0,37.0,41.0,"43.66083333333333,-79.43583333333333"
Parallel,217 Geary Ave,8.5,19.0,34.0,41.0,"43.66083333333333,-79.43583333333333"
Linh Restaurant,1156 College St,8.3,36.0,88.0,41.0,"43.66083333333333,-79.43583333333333"
Seoul Shakers,1241 Bloor St W,7.6,6.0,18.0,41.0,"43.66083333333333,-79.43583333333333"
Saving Gigi,859 Bloor St W,7.9,50.0,76.0,41.0,"43.66083333333333,-79.43583333333333"
Black Cat Espresso Bar,1104 College St,7.9,10.0,35.0,41.0,"43.66083333333333,-79.43583333333333"
Donna’s,827 Lansdowne Ave,7.5,9.0,11.0,41.0,"43.66083333333333,-79.43583333333333"
Lalibela Ethiopian Restaurant,869 Bloor St W,7.5,47.0,56.0,41.0,"43.66083333333333,-79.43583333333333"
Laylow Beer Bar and Eatery,1144 College St,7.3,27.0,12.0,41.0,"43.66083333333333,-79.43583333333333"
Taco Bell,900 Dufferin St,6.6,4.0,13.0,41.0,"43.66083333333333,-79.43583333333333"
African Palace,977 Bloor St W,6.5,24.0,25.0,41.0,"43.66083333333333,-79.43583333333333"
Popeye's Louisiana Kitchen,1115 Bloor St W,6.0,18.0,26.0,41.0,"43.66083333333333,-79.43583333333333"
Tim Hortons,1094 Bloor St W,6.0,33.0,59.0,41.0,"43.66083333333333,-79.43583333333333"
KFC,900 Dufferin St,6.1,8.0,6.0,41.0,"43.66083333333333,-79.43583333333333"
African Delight,1180 Bloor St W,,0.0,0.0,41.0,"43.66083333333333,-79.43583333333333"
The Maker Bean Cafe,1052 Bloor St W,,0.0,0.0,41.0,"43.66083333333333,-79.43583333333333"
Orote,276 Havelock St,,0.0,0.0,41.0,"43.66083333333333,-79.43583333333333"
Peppers Cafe,189 Wallace Ave,6.0,16.0,10.0,41.0,"43.66083333333333,-79.43583333333333"
Galaxy T&T Fresh Fruit & Vegetable,1227A Bloor St W,,0.0,0.0,41.0,"43.66083333333333,-79.43583333333333"
Villa Madina,900 Dufferin St,,0.0,0.0,41.0,"43.66083333333333,-79.43583333333333"
Mac’s Pizza,759 Dovercourt Rd,,0.0,0.0,41.0,"43.66083333333333,-79.43583333333333"
Pizza Pizza,1193 Bloor St W,5.0,5.0,17.0,41.0,"43.66083333333333,-79.43583333333333"
The Mask,965 Bloor St W,,0.0,0.0,41.0,"43.66083333333333,-79.43583333333333"
Stop BBQ Chicken,1216 Dufferin St,,0.0,0.0,41.0,"43.66083333333333,-79.43583333333333"
Laziza,950 Bloor St W,,0.0,0.0,41.0,"43.66083333333333,-79.43583333333333"
Levant,899 Bloor St W,,0.0,0.0,41.0,"43.66083333333333,-79.43583333333333"
Trattoria Traverniti North,989 Dovercourt Rd,,0.0,0.0,41.0,"43.66083333333333,-79.43583333333333"
McDonald's,1185 Dupont St,,0.0,0.0,41.0,"43.66083333333333,-79.43583333333333"
Newport Fish & Seafood,181 Geary Ave,,0.0,0.0,41.0,"43.66083333333333,-79.43583333333333"
McDonald's,885 Bloor St W,5.2,14.0,45.0,41.0,"43.66083333333333,-79.43583333333333"
Barburrito,900 Dufferin St,,0.0,0.0,41.0,"43.66083333333333,-79.43583333333333"
Jules Cafe Patisserie,617 Mount Pleasant Rd,8.7,25.0,30.0,48.0,"43.69933,-79.39199"
Little Sister,2031 Yonge St,8.2,42.0,74.0,48.0,"43.69933,-79.39199"
Marigold,552 Mount Pleasant Rd,8.1,13.0,16.0,48.0,"43.69933,-79.39199"
The Keg Steakhouse + Bar,2201 Yonge St,8.2,110.0,161.0,48.0,"43.69933,-79.39199"
Kinton Ramen,90 Eglinton Ave E,8.2,17.0,28.0,48.0,"43.69933,-79.39199"
St. Louis Bar and Grill,2050 Yonge St,7.6,128.0,167.0,48.0,"43.69933,-79.39199"
Rachel's Coffee House,2011 Yonge St,7.5,42.0,44.0,48.0,"43.69933,-79.39199"
Flaming Stove,21 Davisville Ave,7.4,5.0,8.0,48.0,"43.69933,-79.39199"
Zee Grill,641 Mount Pleasant Rd,7.6,16.0,15.0,48.0,"43.69933,-79.39199"
XO Gelato,647A Mount Pleasant Rd,7.6,44.0,56.0,48.0,"43.69933,-79.39199"
Fresh,101 Eglinton Ave E,7.8,72.0,141.0,48.0,"43.69933,-79.39199"
Florentia,579 Mount Pleasant Rd,7.2,20.0,10.0,48.0,"43.69933,-79.39199"
Bull & Firkin,1835 Yonge St,7.1,50.0,57.0,48.0,"43.69933,-79.39199"
Granite Brewery,245 Eglinton Ave E,7.5,170.0,140.0,48.0,"43.69933,-79.39199"
The Belsize Public House,535 Mount Pleasant Rd,7.0,19.0,18.0,48.0,"43.69933,-79.39199"
Red Lantern Pub,228 Merton St,6.4,23.0,32.0,48.0,"43.69933,-79.39199"
Starving Artist,505 Mount Pleasant Rd,6.4,5.0,12.0,48.0,"43.69933,-79.39199"
Bikkuri Japanese Restaurant,1835 Yonge St,6.3,13.0,11.0,48.0,"43.69933,-79.39199"
Souvlaki Express,745 Mount Pleasant Rd,6.6,7.0,10.0,48.0,"43.69933,-79.39199"
Tim Hortons,2245 Yonge St,6.6,85.0,104.0,48.0,"43.69933,-79.39199"
Subway,1910 Yonge St,6.1,7.0,6.0,48.0,"43.69933,-79.39199"
A&W Restaurant,35 Eglinton Ave E,6.5,37.0,62.0,48.0,"43.69933,-79.39199"
Mandarin Restaurant,2200 Yonge St,6.4,156.0,148.0,48.0,"43.69933,-79.39199"
Tim Hortons,1910 Yonge St,5.9,44.0,25.0,48.0,"43.69933,-79.39199"
Phyllo You Bakery,1919A Yonge St,,0.0,0.0,48.0,"43.69933,-79.39199"
The Friendly Thai Restaurant,505 Mount Pleasant Rd,,0.0,0.0,48.0,"43.69933,-79.39199"
Abyssinia YYZ Ethiopian & Eritrean Cuisine,2038 Yonge St,,0.0,0.0,48.0,"43.69933,-79.39199"
Yaowarat,557 Mount Pleasant Rd,,0.0,0.0,48.0,"43.69933,-79.39199"
Dave's Hot Chicken,2066 Yonge St,,0.0,0.0,48.0,"43.69933,-79.39199"
Rag Doll Eatery,2110 Yonge St,,0.0,0.0,48.0,"43.69933,-79.39199"
Piano Piano,623 Mount Pleasant Rd,,0.0,0.0,48.0,"43.69933,-79.39199"
Oretta Midtown,2131 Yonge St,,0.0,0.0,48.0,"43.69933,-79.39199"
Juicy Dumpling,2150 Yonge St,,0.0,0.0,48.0,"43.69933,-79.39199"
Foccacia,75 Eglinton Ave,,0.0,0.0,48.0,"43.69933,-79.39199"
McDonald's,20 Eglinton Ave E,5.6,59.0,43.0,48.0,"43.69933,-79.39199"
Swiss Chalet Rotisserie & Grill,49 Eglinton Ave E,,0.0,0.0,48.0,"43.69933,-79.39199"
99 Sushi: Japanese and Thai,170 Eglinton Ave E,,0.0,0.0,48.0,"43.69933,-79.39199"
Sushi Mori,30 Eglinton Ave E,,0.0,0.0,48.0,"43.69933,-79.39199"
Hot dog vendor,1 Eglinton Ave E,,0.0,0.0,48.0,"43.69933,-79.39199"
The Burger's Priest,2 Eglinton Ave E,,0.0,0.0,48.0,"43.69933,-79.39199"
Joseph's Deli Cafe,1992 Yonge St,,0.0,0.0,48.0,"43.69933,-79.39199"
Delicious Indian Food,1920 Yonge St,,0.0,0.0,48.0,"43.69933,-79.39199"
Tabülè Middle Eastern Cuisine,2009 Yonge St,,0.0,0.0,48.0,"43.69933,-79.39199"
Limelight Dinner Theatre,2026 Yonge St,,0.0,0.0,48.0,"43.69933,-79.39199"
Giacomin's Restaurant,523 Mount Pleasant Rd,,0.0,0.0,48.0,"43.69933,-79.39199"
Steam City,745 Mount Pleasant Rd,,0.0,0.0,48.0,"43.69933,-79.39199"
Arby's,1 Eglinton Ave E,,0.0,0.0,48.0,"43.69933,-79.39199"
Banjara Indian Cuisine - Eglinton Ave,164 Eglinton Ave E,,0.0,0.0,48.0,"43.69933,-79.39199"
Icecream Junction,3103 Dundas St W,8.7,22.0,28.0,43.0,"43.6653032,-79.4701178"
The Good Neighbour,238 Annette St,8.8,119.0,92.0,43.0,"43.6653032,-79.4701178"
Nodo,2885 Dundas St W,9.0,37.0,47.0,43.0,"43.6653032,-79.4701178"
Indie Alehouse,2876 Dundas St W,8.9,580.0,260.0,43.0,"43.6653032,-79.4701178"
3030 Dundas West,3030 Dundas St W,7.8,211.0,96.0,43.0,"43.6653032,-79.4701178"
Isaan Der,2961 Dundas St W,8.1,9.0,11.0,43.0,"43.6653032,-79.4701178"
Delight,3040 Dundas St W,7.8,15.0,12.0,43.0,"43.6653032,-79.4701178"
Annette Food Market,240 Annette St,8.3,1.0,13.0,43.0,"43.6653032,-79.4701178"
Honest Weight,2766 Dundas St W,9.2,19.0,48.0,43.0,"43.6653032,-79.4701178"
Pho Huong,394 Pacific Ave,7.2,52.0,59.0,43.0,"43.6653032,-79.4701178"
Lan Sushi,2982 Dundas St W,7.1,6.0,25.0,43.0,"43.6653032,-79.4701178"
Playa Cabana Cantina,2883 Dundas St W,7.3,171.0,140.0,43.0,"43.6653032,-79.4701178"
Buddha Pie,514B Annette St Main,7.7,6.0,25.0,43.0,"43.6653032,-79.4701178"
Bricco Kitchen and Wine Bar,3047 Dundas St W,6.6,10.0,10.0,43.0,"43.6653032,-79.4701178"
Chica's Chicken,2853 Dundas St W,7.0,11.0,19.0,43.0,"43.6653032,-79.4701178"
Shoeless Joe's Sports Grill - Stockyards,1980 Saint Clair Ave W,7.2,3.0,15.0,43.0,"43.6653032,-79.4701178"
Chipotle Mexican Grill,1970 St Clair Ave W,7.0,21.0,17.0,43.0,"43.6653032,-79.4701178"
Bairrada Churrasqueira Grill,2293 St Clair Ave W,6.8,7.0,8.0,43.0,"43.6653032,-79.4701178"
A&W Restaurant,2858 Dundas St W,6.4,3.0,7.0,43.0,"43.6653032,-79.4701178"
Tim Hortons,3157 Dundas St W,6.2,9.0,13.0,43.0,"43.6653032,-79.4701178"
Pizzeria Libretto - Junction,3011 Dundas St W,,0.0,0.0,43.0,"43.6653032,-79.4701178"
Kanto by tita fl!ps,2986 Dundas St W,,0.0,0.0,43.0,"43.6653032,-79.4701178"
Carmelitas Restaurant,2982 Dundas St W,,0.0,0.0,43.0,"43.6653032,-79.4701178"
Tim Hortons,1970 St Clair Ave W,6.3,2.0,0.0,43.0,"43.6653032,-79.4701178"
Dundas Pizza,3088 Dundas St W,,0.0,0.0,43.0,"43.6653032,-79.4701178"
Swiss Chalet Rotisserie & Grill,590 Keele St,6.1,12.0,36.0,43.0,"43.6653032,-79.4701178"
Burattino Brick Oven Pizza,3109 Dundas St W,,0.0,0.0,43.0,"43.6653032,-79.4701178"
Leela Indian Food Bar,3108 Dundas St W,,0.0,0.0,43.0,"43.6653032,-79.4701178"
MAiZ - the Junction,2901A Dundas St W,,0.0,0.0,43.0,"43.6653032,-79.4701178"
KFC,3136 Dundas St W,,0.0,0.0,43.0,"43.6653032,-79.4701178"
Pi Co,Keele St and Dundas St,,0.0,0.0,43.0,"43.6653032,-79.4701178"
Shoxs Billiard Lounge,2827 Dundas St W,5.7,11.0,22.0,43.0,"43.6653032,-79.4701178"
Tam,369 Keele St,,0.0,0.0,43.0,"43.6653032,-79.4701178"
D & Y Sushi,2861 Dundas St W,,0.0,0.0,43.0,"43.6653032,-79.4701178"
Halibut House Fish & Chips,2151 St Clair Ave W,,0.0,0.0,43.0,"43.6653032,-79.4701178"
People's Pint Brewing Co,90 Cawthra Ave,,0.0,0.0,43.0,"43.6653032,-79.4701178"
The Plant Yyz,2745 Dundas St W,,0.0,0.0,43.0,"43.6653032,-79.4701178"
Firehouse Subs,1970 St Clair Ave W,,0.0,0.0,43.0,"43.6653032,-79.4701178"
Westown Chinese Food,2710 Dundas St W,,0.0,0.0,43.0,"43.6653032,-79.4701178"
McDonald's,630 Keele St,5.3,18.0,32.0,43.0,"43.6653032,-79.4701178"
Freshii,3074 Dundas St W,,0.0,0.0,43.0,"43.6653032,-79.4701178"
Thai One on Dundas,3132 Dundas St W,,0.0,0.0,43.0,"43.6653032,-79.4701178"
Pho 90,90 Weston Rd,,0.0,0.0,43.0,"43.6653032,-79.4701178"
Sanremo Bakery Inc,374 Royal York Rd,8.9,159.0,205.0,30.0,"43.6162721,-79.4990363"
Birds and Beans Cafe,2415B Lake Shore Blvd Wes,8.8,55.0,57.0,30.0,"43.6162721,-79.4990363"
Tich - Modern Indian Cuisine,2314 Lake Shore Blvd W,8.4,13.0,42.0,30.0,"43.6162721,-79.4990363"
Pearl Sushi,2391B Lake Shore Blvd W,8.2,7.0,24.0,30.0,"43.6162721,-79.4990363"
Nimman Thai Cuisine,2451 Lake Shore Blvd W,8.2,16.0,16.0,30.0,"43.6162721,-79.4990363"
Pizzeria Oro di Napoli,2312 Lake Shore Blvd W,8.1,4.0,13.0,30.0,"43.6162721,-79.4990363"
Blue Goose Tavern,1 Blue Goose St,6.9,28.0,30.0,30.0,"43.6162721,-79.4990363"
La Vinia Restaurant,2350 Lake Shore Blvd W,7.3,16.0,19.0,30.0,"43.6162721,-79.4990363"
FBI Pizza,2336 Lake Shore Blvd W,6.9,6.0,33.0,30.0,"43.6162721,-79.4990363"
Panagio's All Day Grill,2324 Lake Shore Blvd W,6.8,0.0,8.0,30.0,"43.6162721,-79.4990363"
Royal Mimico Pub,349B Royal York Rd,,0.0,0.0,30.0,"43.6162721,-79.4990363"
Nobuya,285 Royal York Rd,,0.0,0.0,30.0,"43.6162721,-79.4990363"
Breakfast Room,384 Royal York Rd,,0.0,0.0,30.0,"43.6162721,-79.4990363"
Revolver Pizza Co,388 Royal York Rd,,0.0,0.0,30.0,"43.6162721,-79.4990363"
Maurya East Indian Roti,2481 Lake Shore Blvd W,6.1,12.0,16.0,30.0,"43.6162721,-79.4990363"
IL Padre's Yummy Pizza,196 Royal York Rd,,0.0,0.0,30.0,"43.6162721,-79.4990363"
Everest Hakka House,2356 Lake Shore Blvd W,5.8,8.0,10.0,30.0,"43.6162721,-79.4990363"
Flower Drum Restaurant,2428 Lake Shore Blvd W,,0.0,0.0,30.0,"43.6162721,-79.4990363"
Mooring Eats,2481 Lake Shore Blvd W,,0.0,0.0,30.0,"43.6162721,-79.4990363"
Barrel House Korchma,2385 Lake Shore Blvd W,,0.0,0.0,30.0,"43.6162721,-79.4990363"
Kothur Indian Cuisine,2403 Lake Shore Blvd W,,0.0,0.0,30.0,"43.6162721,-79.4990363"
Subway,2378 Lake Shore Blvd W,5.5,4.0,10.0,30.0,"43.6162721,-79.4990363"
Ed's Real Scoops,2370 Lake Shore Blvd W,,0.0,0.0,30.0,"43.6162721,-79.4990363"
Holy Perogy,777 the Queensway,,0.0,0.0,30.0,"43.6162721,-79.4990363"
SS Curry & Roti,415 Royal York Rd,,0.0,0.0,30.0,"43.6162721,-79.4990363"
Pebbles Restaurant,10 Mimico Ave,,0.0,0.0,30.0,"43.6162721,-79.4990363"
Mj Fast Food,2481 Lake Shore Blvd W,,0.0,0.0,30.0,"43.6162721,-79.4990363"
Valanimman,2451 Lake Shore Blvd W,,0.0,0.0,30.0,"43.6162721,-79.4990363"
Mixi Culinary Project,2491 Lake Shore Blvd W,,0.0,0.0,30.0,"43.6162721,-79.4990363"
Aramark Canada Ltd,811 Islington Ave,,0.0,0.0,30.0,"43.6162721,-79.4990363"
Charmaine Sweets,115 Vanderhoof Ave,8.5,53.0,10.0,3.0,"43.720645,-79.355474"
Conspiracy Pizza,176 Wicksteed Ave,,0.0,0.0,3.0,"43.720645,-79.355474"
Tim Hortons,20 Brentcliffe Rd,,0.0,0.0,3.0,"43.720645,-79.355474"
Honest Weight,2766 Dundas St W,9.2,19.0,48.0,29.0,"43.6641174,-79.4588522"
Indie Alehouse,2876 Dundas St W,8.9,580.0,260.0,29.0,"43.6641174,-79.4588522"
Nodo,2885 Dundas St W,9.0,37.0,47.0,29.0,"43.6641174,-79.4588522"
Isaan Der,2961 Dundas St W,8.1,9.0,11.0,29.0,"43.6641174,-79.4588522"
Whelan's Gate Irish Pub,1663 Bloor St W,8.2,8.0,20.0,29.0,"43.6641174,-79.4588522"
3030 Dundas West,3030 Dundas St W,7.8,211.0,96.0,29.0,"43.6641174,-79.4588522"
Delight,3040 Dundas St W,7.8,15.0,12.0,29.0,"43.6641174,-79.4588522"
Boo Radleys Junction Bar N Gri,1482 Dupont Ave,7.5,31.0,45.0,29.0,"43.6641174,-79.4588522"
Playa Cabana Cantina,2883 Dundas St W,7.3,171.0,140.0,29.0,"43.6641174,-79.4588522"
King Slice,1598 Bloor St W,7.4,23.0,59.0,29.0,"43.6641174,-79.4588522"
Chica's Chicken,2853 Dundas St W,7.0,11.0,19.0,29.0,"43.6641174,-79.4588522"
Pho Huong,394 Pacific Ave,7.2,52.0,59.0,29.0,"43.6641174,-79.4588522"
Lan Sushi,2982 Dundas St W,7.1,6.0,25.0,29.0,"43.6641174,-79.4588522"
A&W Restaurant,2858 Dundas St W,6.4,3.0,7.0,29.0,"43.6641174,-79.4588522"
Bricco Kitchen and Wine Bar,3047 Dundas St W,6.6,10.0,10.0,29.0,"43.6641174,-79.4588522"
The Plant Yyz,2745 Dundas St W,,0.0,0.0,29.0,"43.6641174,-79.4588522"
Shoxs Billiard Lounge,2827 Dundas St W,5.7,11.0,22.0,29.0,"43.6641174,-79.4588522"
Tim Hortons,1728 Bloor St W,6.1,23.0,43.0,29.0,"43.6641174,-79.4588522"
Tam,369 Keele St,,0.0,0.0,29.0,"43.6641174,-79.4588522"
Colombian Street Food,1565 Dupont St,,0.0,0.0,29.0,"43.6641174,-79.4588522"
Alma + Gill,1534 Dupont St,,0.0,0.0,29.0,"43.6641174,-79.4588522"
Carmelitas Restaurant,2982 Dundas St W,,0.0,0.0,29.0,"43.6641174,-79.4588522"
Kanto by tita fl!ps,2986 Dundas St W,,0.0,0.0,29.0,"43.6641174,-79.4588522"
Pizzeria Libretto - Junction,3011 Dundas St W,,0.0,0.0,29.0,"43.6641174,-79.4588522"
People's Pint Brewing Co,90 Cawthra Ave,,0.0,0.0,29.0,"43.6641174,-79.4588522"
The End,1661 Bloor St W,,0.0,0.0,29.0,"43.6641174,-79.4588522"
Dupont BBQ Chicken,1546 Dupont St,,0.0,0.0,29.0,"43.6641174,-79.4588522"
Primetime Sports Cafe,1531 Dupont St,,0.0,0.0,29.0,"43.6641174,-79.4588522"
Foundry Avenue,12 Foundry Ave,,0.0,0.0,29.0,"43.6641174,-79.4588522"
Otto's Bierhalle,1087 Queen St W,9.1,78.0,101.0,50.0,"43.6424558,-79.4296346"
Loga's Corner,216C Close Ave,8.7,20.0,35.0,50.0,"43.6424558,-79.4296346"
Louie - Craft Coffee,1187 King St W,8.4,36.0,71.0,50.0,"43.6424558,-79.4296346"
Hello 123,1122 Queen St W,8.4,25.0,36.0,50.0,"43.6424558,-79.4296346"
Imanishi Japanese Kitchen,1330 Dundas St W,9.1,27.0,64.0,50.0,"43.6424558,-79.4296346"
Cafe Neon,1024 Queen St W,9.0,29.0,63.0,50.0,"43.6424558,-79.4296346"
Mamakas Taverna,80 Ossington Ave,9.1,66.0,116.0,50.0,"43.6424558,-79.4296346"
Union Restaurant,72A Ossington Ave,9.1,130.0,248.0,50.0,"43.6424558,-79.4296346"
Bellwoods Brewery,124 Ossington Ave,9.2,1095.0,639.0,50.0,"43.6424558,-79.4296346"
Bar Piquette,1084 Queen St W,8.3,8.0,8.0,50.0,"43.6424558,-79.4296346"
Founder Bar,1282 Dundas St W,8.8,58.0,23.0,50.0,"43.6424558,-79.4296346"
Bar Fancy,1070 Queen St E,8.4,33.0,86.0,50.0,"43.6424558,-79.4296346"
Bang Bang Ice Cream & Bakery,93 1/2 Ossington Ave,8.9,309.0,366.0,50.0,"43.6424558,-79.4296346"
Pizzeria Badiali,181 Dovercourt Rd,8.2,13.0,11.0,50.0,"43.6424558,-79.4296346"
Harry's Char Broil & Dining Lounge,160 Springhurst Ave,8.7,12.0,48.0,50.0,"43.6424558,-79.4296346"
Reposado Bar & Lounge,136 Ossington Ave,8.7,163.0,131.0,50.0,"43.6424558,-79.4296346"
Photien Thanh Vietnamese Restaurant,57 Ossington Ave,8.4,153.0,208.0,50.0,"43.6424558,-79.4296346"
Black Dice Cafe,1574 Dundas St W,8.4,42.0,44.0,50.0,"43.6424558,-79.4296346"
Enoteca Sociale,1288 Dundas St W,8.2,120.0,137.0,50.0,"43.6424558,-79.4296346"
Get Well,1181 Dundas St W,8.4,172.0,211.0,50.0,"43.6424558,-79.4296346"
Le Baratin,1600 Dundas St W,8.2,20.0,20.0,50.0,"43.6424558,-79.4296346"
The Federal,1438 Dundas St W,7.9,68.0,133.0,50.0,"43.6424558,-79.4296346"
The Good Son,1096 Queen St W,7.6,50.0,80.0,50.0,"43.6424558,-79.4296346"
Lula Lounge,1585 Dundas St W,8.0,260.0,99.0,50.0,"43.6424558,-79.4296346"
I Deal Coffee,162 Ossington Ave,8.0,41.0,59.0,50.0,"43.6424558,-79.4296346"
Local Liberty Village,171 E Liberty St,7.9,112.0,181.0,50.0,"43.6424558,-79.4296346"
Death in Venice Gelato,1418 Dundas St W,7.6,15.0,8.0,50.0,"43.6424558,-79.4296346"
The Garrison,1197 Dundas St W,7.8,155.0,97.0,50.0,"43.6424558,-79.4296346"
Liberty Commons at Big Rock Brewery,42 Liberty St,7.7,85.0,74.0,50.0,"43.6424558,-79.4296346"
Superpoint,184A Ossington Ave Main,7.7,15.0,46.0,50.0,"43.6424558,-79.4296346"
Balzac's Coffee Roasters,43 Hanna Ave,7.6,175.0,198.0,50.0,"43.6424558,-79.4296346"
La Chingada,1242 Dundas St W,7.4,33.0,9.0,50.0,"43.6424558,-79.4296346"
Glory of India,1407 Queen St W,7.1,1.0,9.0,50.0,"43.6424558,-79.4296346"
Brazil Bakery & Pastry Ltd,1566 Dundas St W,7.2,48.0,47.0,50.0,"43.6424558,-79.4296346"
The Craft Brasserie & Grille,107 Atlantic Ave,7.1,515.0,126.0,50.0,"43.6424558,-79.4296346"
King Slice,1130 Queen St W,6.7,18.0,37.0,50.0,"43.6424558,-79.4296346"
Rhino Bar & Grill Inc,1249 Queen St W,6.1,255.0,195.0,50.0,"43.6424558,-79.4296346"
Tim Hortons,1167 Queen St W,6.3,0.0,1.0,50.0,"43.6424558,-79.4296346"
Harvey's,75 Hanna Ave,6.8,22.0,53.0,50.0,"43.6424558,-79.4296346"
Tim Hortons,1033 Queen St W,6.7,33.0,31.0,50.0,"43.6424558,-79.4296346"
Dog & Bear,1100 Queen St W,6.2,107.0,142.0,50.0,"43.6424558,-79.4296346"
Le Phénix,1263 Queen St W,,0.0,0.0,50.0,"43.6424558,-79.4296346"
Labora at Cold Tea,1186 Queen St W,,0.0,0.0,50.0,"43.6424558,-79.4296346"
Chen Chen's Nashville Hot Chicken,1184 Queen St W,,0.0,0.0,50.0,"43.6424558,-79.4296346"
Sho Izakaya,1406 Queen St W,,0.0,0.0,50.0,"43.6424558,-79.4296346"
Simpl Things,269 Dunn Ave,,0.0,0.0,50.0,"43.6424558,-79.4296346"
The Momo House,1422 Queen St W,,0.0,0.0,50.0,"43.6424558,-79.4296346"
Taverne Bernhardts,202 Dovercourt Rd,,0.0,0.0,50.0,"43.6424558,-79.4296346"
Burger Drops,116 Atlantic Ave,,0.0,0.0,50.0,"43.6424558,-79.4296346"
Tsampa Cafe,1528 Queen St W,,0.0,0.0,50.0,"43.6424558,-79.4296346"
Little Sister,2031 Yonge St,8.2,42.0,74.0,26.0,"43.6954486,-79.4026176"
St. Louis Bar and Grill,2050 Yonge St,7.6,128.0,167.0,26.0,"43.6954486,-79.4026176"
Rachel's Coffee House,2011 Yonge St,7.5,42.0,44.0,26.0,"43.6954486,-79.4026176"
Flaming Stove,21 Davisville Ave,7.4,5.0,8.0,26.0,"43.6954486,-79.4026176"
Bull & Firkin,1835 Yonge St,7.1,50.0,57.0,26.0,"43.6954486,-79.4026176"
Gelato Simply Italian,2076 Yonge St,6.9,84.0,55.0,26.0,"43.6954486,-79.4026176"
Bikkuri Japanese Restaurant,1835 Yonge St,6.3,13.0,11.0,26.0,"43.6954486,-79.4026176"
Subway,1910 Yonge St,6.1,7.0,6.0,26.0,"43.6954486,-79.4026176"
